,text,year,sentiment,score,emotion
123,"12.	At this very moment, the sight of these dedicated men and women passes before my eyes-people engaged in a dramatic, noble and heroic task, in the midst of the rubble and the weeping victims. I see them today as I saw them then. They spoke in languages that we did not understand, but we witnessed their help and sensed their sympathy and resignation in the face of death.",1976,negative,-0.550892,"{'sadness': 0.668739, 'joy': 0.084974, 'fear': 0.0658, 'disgust': 0.303589, 'anger': 0.029008}"
124,"19.	Though carrying a newborn infant on her back and perhaps having seen her husband buried in a common grave, that woman grasped a tool to clear the rubble from the streets of her village and from the access routes. Her sorrow burned within her, but she did not weep. Under the blazing sun or the drenching rain she worked tirelessly, through long, dark hours.",1976,negative,-0.353217,"{'sadness': 0.70423, 'joy': 0.078007, 'fear': 0.314794, 'disgust': 0.0229, 'anger': 0.06453}"
125,"20.	In the tormented faces of those women one could observe the serenity of our race in the face of adversity; one could sense the stoicism of people who remained erect in the face of death and devastation in their homes, death and devastation in their towns, death and devastation among their neighbors.",1976,negative,-0.973701,"{'sadness': 0.685924, 'joy': 0.097377, 'fear': 0.175075, 'disgust': 0.165622, 'anger': 0.074318}"
126,22.	May I say that as a woman I am proud of the stature and greatness of the Guatemalan woman.,1976,positive,0.959927,"{'sadness': 0.033373, 'joy': 0.835427, 'fear': 0.044074, 'disgust': 0.102439, 'anger': 0.009347}"
127,"178.	Racial discrimination is indeed an odious form of discrimination-the most odious-but this must not blind us to the fact that it is but one of many forms of discrimination, all of which must be condemned by men and women of honesty and goodwill if we are to avoid double standards and be consistent in the effort to advance towards a world order based on justice.",1976,negative,-0.708567,"{'sadness': 0.6068, 'joy': 0.032003, 'fear': 0.062057, 'disgust': 0.12121, 'anger': 0.22305}"
128,"191.	In Northern Ireland at the present moment the prime need is peace so that a just order may be established. That the will to peace is there among the ordinary people of our island has been dramatically shown in recent weeks, when, led by a courageous band of women, tens of thousands from both sections of a divided community have together marched peacefully and prayerfully throughout Northern Ireland demanding the end of violence from any and every quarter. The barriers that have divided the ordinary people of Northern Ireland from each other have been weakened by this spontaneous popular movement.",1976,positive,0.407668,"{'sadness': 0.202827, 'joy': 0.61777, 'fear': 0.040123, 'disgust': 0.030142, 'anger': 0.11822}"
129,"86.	International terrorism and the hijacking of innocent men, women and children is a problem which touches all nations of the world. These acts are blatantly contrary to rational human behavior. All Member nations of the United Nations should join together in condemning international terrorism and hijackings and should obligate themselves to bring to justice all persons who commit such acts.",1976,negative,-0.732649,"{'sadness': 0.342596, 'joy': 0.065823, 'fear': 0.076807, 'disgust': 0.487741, 'anger': 0.336928}"
130,"140.	There is no excuse for terrorism. No cause can justify or condone it. It is a criminal activity, totally indiscriminate in its effects, which by design strikes at the very elements of the population that every society tries to protect-the innocent, the weak, the defenseless, children and women.",1976,negative,-0.962593,"{'sadness': 0.173127, 'joy': 0.01342, 'fear': 0.084144, 'disgust': 0.771965, 'anger': 0.177453}"
131,"152.	The situation of the Jews of Syria remains tragic: a small community continues to be held as a hostage. Jews are victims of persecution and oppression, are circumscribed in their movements inside Syria, while travel abroad is permitted only under severe restrictions. Surely these 5,000 men, women and children cannot make all that difference to the Government of Syria. Why is it holding them?",1976,negative,-0.797174,"{'sadness': 0.471914, 'joy': 0.040009, 'fear': 0.130763, 'disgust': 0.376859, 'anger': 0.238418}"
132,"97.	There are statesmen and ordinary men and women in all parts of the world, developed and developing, who have the perception and the sensitivity to recognize the new challenges of our time and the new opportunities they present, and are capable of responding to them, creatively and constructively. In their perception of the world, there is no need for confrontation. It is the sensitive, the perceptive, the humane and the responsive who will fashion the new world and inherit it.",1976,positive,0.671267,"{'sadness': 0.106375, 'joy': 0.755907, 'fear': 0.088535, 'disgust': 0.022639, 'anger': 0.022149}"
133,"23.	Fifteen years ago, men and women of Sharpeville fell under the bullets of a racist system.",1976,negative,-0.912077,"{'sadness': 0.208337, 'joy': 0.056195, 'fear': 0.099884, 'disgust': 0.569552, 'anger': 0.274951}"
134,"56.	Lesotho miners in South Africa are housed in com-pounds that insult their very manhood. Their families are not allowed to join them. In our times, when the rights of women have become almost universally acknowledged, the wives of our miners in South Africa are denied the very basic right of living with their husbands for periods ranging from nine months to two years. The miners are employed on contracts of such short duration that they do not provide for advancement because, on the expiry of every contract, the miners are treated as new recruits. Nor do the contracts allow for any pension schemes or other terminal benefits. Under South African laws, the miners are denied the very basic right of any worker to join labor unions for the purpose of bargaining for better terms of employment.",1976,positive,0.348038,"{'sadness': 0.488486, 'joy': 0.596815, 'fear': 0.101502, 'disgust': 0.120466, 'anger': 0.449909}"
135,"153.	Of course, it is perfectly true that many countries have expressed their disapproval of the oppression which prevails in Chile and their solidarity with the victims. But in other countries, which seem to attract less attention from the United Nations, there are persons who are still deprived of their elementary human rights. The international community must react to all forms of oppression and terror, wherever they occur. It is not natural that there should be virtually no reaction to the massacre of men and women because they hold certain views or, in some cases, simply because they are accused of holding certain views, an accusation which is swiftly transformed into a plot against the existing regime. At the present time, millions of people are languishing in prison and being tortured for no greater crime than their failure to declare their allegiance to a particular policy vociferously enough. The United Nations has an important role to play in this area.",1976,negative,-0.692695,"{'sadness': 0.547357, 'joy': 0.131387, 'fear': 0.435117, 'disgust': 0.451911, 'anger': 0.147036}"
136,"100.	Sweden will lend unrelenting support to the struggle against the oppression of individual human beings or groups of people. We condemn any form of persecution of men and women on account of their political or religious convictions, or their racial and ethnic background, wherever this occurs.",1976,negative,-0.895588,"{'sadness': 0.461998, 'joy': 0.048418, 'fear': 0.060417, 'disgust': 0.338575, 'anger': 0.18734}"
137,"111.	I have already stressed the importance that the Swedish Government attaches to the protection of human rights and freedoms as well as to the fundamental economic and social rights of all human beings and all groups in society. We shall actively combat the use of torture and other particularly abhorrent violations of human rights. Chile and South Africa are two examples present in our minds. International co-operation is also necessary to prevent the taking of hostages, the hijacking of aircraft and other similar repugnant forms of violence. The encouragement of, and co-operation in, acts of this kind is equally reprehensible. We are of the opinion that the United Nations should take an active part in combating criminal acts of this nature. The United Nations should consider the question of the treatment of men and women who, in many parts of the world, are imprisoned because they have voiced inopportune opinions.",1976,negative,-0.458046,"{'sadness': 0.206446, 'joy': 0.182653, 'fear': 0.149038, 'disgust': 0.140004, 'anger': 0.144396}"
138,"156.	The community of nations should, therefore, embark upon a far-reaching process of review with regard to the status of human rights throughout the world in each and every country and carry out a mature and meaningful analysis of the real effectiveness of these rights everywhere. This review, however, should not be limited to a few isolated cases of presumed violations. In the present circumstances of tensions and struggles in which slandering countries is a political instrument for undermining their progress, an analysis of isolated cases, in only a few countries, lends itself to political manipulation or publicity or as an instrument of coercion to bend the will of States. The approach is fragmented, with events disconnected from the real context in which they occur and which frequently reveals their true causes. We lose sight of the general level of the effective observance of rights in a given society and are implicitly making over-all judgments on the basis of partial samples. Therefore this review should cover the totality of human rights in its broadest meaning and be carried out according to models and methods which are comparable in both time and space. What should be determined is how in fact the men and women of all our countries live; whether they are members of free societies in which each human being is of value per se, or if, on the contrary, they are members of totalitarian societies in which everything is regimented; even the most intimate aspects of human life and in which personality disappears, dissolved into abstract categories; what inter alia are the conditions in which the members of those societies work, whether they can choose or change their jobs,-what social protection they have against abuses; whether they have free education and access to higher levels of culture; what is the degree of their social mobility and their real possibilities of acceding to key positions in the various fields of endeavour, including political affairs; whether they have freedom to obtain information and to express their views; how public power is really obtained; what are the conditions in prisons and of prisoners; whether the death penalty or life imprisonment is meted out; what are the general conditions of health, hygiene and life expectancy, the level of nutrition, the absence or lack of absence of discrimination as to sex, race or religion, the way in which wealth is distributed, the existence of conditions of security and tranquility for the life arid honour of persons, or the degree of violence which prevails in a community.",1976,positive,0.400238,"{'sadness': 0.469941, 'joy': 0.179549, 'fear': 0.096719, 'disgust': 0.125856, 'anger': 0.138792}"
139,"92.	The continued suppression of the peoples of Zimbabwe and Namibia has already led to violence and bloodshed. We are particularly distressed that the victims of violence include innocent men, women and children, and people who had dedicated their lives to the service of their fellow-men.",1977,negative,-0.835136,"{'sadness': 0.426422, 'joy': 0.046498, 'fear': 0.01465, 'disgust': 0.56118, 'anger': 0.23756}"
140,"166.	During the first 30 years of the United Nations there was a tendency to define the struggle for freedom as being similar to a struggle for national independence. But we well know that history is full of sad examples of tyrannies that have tried to justify themselves by their nationalism. Now that so many new nations have at last attained their national liberation, we must face the prior question of what happens to the individual freedom of men, women and children, the freedom of every human being whose value and dignity is affirmed on the first page of the United Nations Charter? Today, obviously, the world gives a very unsatisfactory reply to this question.",1977,negative,-0.655663,"{'sadness': 0.676217, 'joy': 0.061209, 'fear': 0.034664, 'disgust': 0.344587, 'anger': 0.115097}"
141,"89.	Socialism, having abolished the exploitation of man by man, assures the right to live in human dignity; it ensures the exercise of the right to work, and hence to education and recreation, as well as to most generous medical services and care for the aged; it enables women to enjoy equal rights with men and treats all human beings alike, irrespective of race or colour. It is the system which assures a future in peace and social security, where everybody can develop his abilities for the benefit of society and contribute on an equal footing to his community's international affairs. This is highly evident in everyday life.",1977,positive,0.818908,"{'sadness': 0.02063, 'joy': 0.814489, 'fear': 0.009065, 'disgust': 0.145789, 'anger': 0.033831}"
142,"90.	The socialist States grant their citizens all rights and opportunities for individual development which, for instance, for millions of unemployed, women without equal rights or youths without training in countries that like to pose as models, can only remain a dream.",1977,negative,-0.481601,"{'sadness': 0.070354, 'joy': 0.490536, 'fear': 0.021304, 'disgust': 0.067964, 'anger': 0.031731}"
143,"76.	It was in the spirit of that clearly expressed will of the African continent and the international Organization that the people of Guinea had to inflict on the aggressors and their accomplices penalties commensurate with their crime, a crime which reached the very heights of the implacable ferocity of international imperialism in its desire to put an end to revolutionary Guinea. Imperialism, so stubborn and so stupid, thought perhaps that we would judge its mercenaries according to its own code, that of the bourgeois law which was conceived by it to serve its own ends. Imperialism perhaps believed that we would call upon advocates and judges who had been trained in its school. Taking note of the sentences of the Organization of Senegal River States, the OAU and the Security Council, the Republic of Guinea went straight to the people, who were the main plaintiff, those who had been attacked, those who had lost hundreds and hundreds of their sons. Among the aggressors, of course, were foreigners, but there were also nationals who were going to be judged by their fathers, mothers, brothers, sisters, whom they had wanted to reduce to slavery for the benefit of international monopolistic capitalism. It was the entire people of Guinea, consulted through their political institutions, trade unions, youth and women, the entire people of Guinea in their homes, workshops and offices, who passed the final sentence through the National Assembly, which was thus turned into a supreme revolutionary tribunal.",1977,negative,-0.794925,"{'sadness': 0.52811, 'joy': 0.137933, 'fear': 0.116616, 'disgust': 0.199232, 'anger': 0.495172}"
144,"154.	This way, we feel, our Organization will begin to get its priorities correct, and become more meaningful to the millions of ordinary men and women all over the world whose fate is a determinant to whether we live in peace or not.",1977,positive,0.986971,"{'sadness': 0.193247, 'joy': 0.657197, 'fear': 0.126823, 'disgust': 0.038257, 'anger': 0.028157}"
145,"8.	Permit me here to mention just a few of those matters to which we have given expression over the last three years: Grenada's firm commitment to the rule of law and order; its acceptance of its international obligations; the fatherhood, supremacy and universality of God, and man's duties to his fellow man; Grenada's dedication to world peace; human rights; women's rights; Grenada's concern and provision for its youth; the mystery of the Bermuda Triangle; our support of territorial integrity; decolonization and the liberation of all peoples; economic cruelty and exploitation as meted out by imperialist masters; man's fear of unlocking the door to himself and evolving; the release of information and data on unidentified flying objects and related phenomena; the new international economic order; pollution; the human environment, and psychic research.",1977,positive,0.974868,"{'sadness': 0.053079, 'joy': 0.504922, 'fear': 0.383137, 'disgust': 0.034613, 'anger': 0.040449}"
146,"18.	As my second contribution today I should now like to touch on the subject of human rights and, because I consider my contribution on this subject at the thirty-first session is of such importance aid of current relevance, I must crave your indulgence, Mr. President, before advancing additional and supportive material, to repeat some of what I said then:
'I am submitting, with respect, that it is most urgent and vitally important for the world to take a new look at the concept of human rights'-and specifically to include the equality of women. 'It is my strong feeling that those who propounded the principles of the rights of humanity that culminated in the Universal Declaration of Human Rights in 1948 must necessarily have had completely different ideas from those that seem to prevail in some quarters when one speaks of human rights today. Let me say here and now that human rights must not-I repeat, not—be interpreted as a one-way street for evil individuals and small subversive groups whose aims and objectives are mainly and simply to disrupt the peace and harmony of society in their attempt to overthrow governments and establishments. In regard to their acts of violence, terrorism, vandalism, kidnapping and arson and other criminal acts and threats to the security of society there is always a conspicuously loud silence among individuals and organizations that spontaneously present themselves as advocates and representatives of all such terrorists, criminals, vandals and kidnappers when they come face to face with the law. These individuals and organizations, perhaps too many to mention, seem always to offer themselves as a counsel of solace, thereby abetting the activities of such offenders and giving them and others of their kind encouragement to commit similar crimes. When a Government or Governments take the necessary action to secure and ensure for the majority of their people the human right to enjoy peace of mind, I often wonder whether the organizations, groups and individuals that keep on shouting out for human rights and trying to defame and vilify the character of good Governments ever thought of issuing warnings to those wicked individuals and groups before they actually commit mischief. Human rights must work both ways. When a child is kidnapped, perhaps more than 99 per cent of the population are deprived of its human right to sleep in peace, not knowing whose child will be next. So it is that, when a building is burned or bombed or a man is shot or an aircraft is hijacked or some other acts of violence or vandalism are committed, automatically the human right to peace is infringed or violated. It is in these cases that -.e shouters for human rights should shout, and not the criminals come face to face with the law. Governments are not only stifled in taking preventive measures for the safety and security of life, property and the welfare of all of the people; they are obliged to do so.''",1977,negative,-0.401375,"{'sadness': 0.2198, 'joy': 0.47555, 'fear': 0.183898, 'disgust': 0.22977, 'anger': 0.10333}"
147,"56.	What we find is that some circles employ what is, to say the least, a special approach to human rights. They are absolutely silent on such fundamental human rights as, for instance, the right to work and the right to medical care; they keep quiet about racial discrimination and equal rights for, among others, women; and they are chary, of speaking about such paramount human rights as the right to peace, security and life. It goes without saying that their non- enforcement deprives political rights of any substance and makes their enjoyment illusory, and it reveals the political aims sought by the extensive campaigns launched about human rights issues.",1977,positive,0.765966,"{'sadness': 0.583456, 'joy': 0.281784, 'fear': 0.083948, 'disgust': 0.090606, 'anger': 0.041723}"
148,"81.	So much for the racist nature of the Zionist entity. As regards its atrocities in Palestine, they are too many to (enumerate. It is enough for me to remind the Assembly of the Deir Yasin massacre perpetrated on 12 April 1948 by the terrorist gang of the Irgun Zvei Leumi under the leadership of Menachem Begin, who boasted of the crime as a victory which spared the Zionist entity the presence of half a million Arabs who, as a consequence, fled their homeland in panic. Now let us hear the comment of Jacques de Reynier, the senior representative of the International Red Cross Committee, on the massacre:
 Three hundred persons were massacred without any military reason or provocation of any kind: old men, women, children newly-born were savagely murdered with grenades and knives by Jewish troops of the Irgun entirely under the control and direction of their chiefs.",1977,negative,-0.770882,"{'sadness': 0.074588, 'joy': 0.197192, 'fear': 0.387748, 'disgust': 0.441681, 'anger': 0.152111}"
149,"M. de Reynier described Zionist troops he met on the scene of the massacre as:
.. men and women armed with pistols, sub-machine guns and large bayonets most of which were still bloodstained.",1977,negative,-0.662022,"{'sadness': 0.238989, 'joy': 0.154777, 'fear': 0.204875, 'disgust': 0.524161, 'anger': 0.09366}"
150,"280.	We record with pleasure that the policies of my Government in the area of legal reform and institution- building will enable large segments of our population, such as women, youth and, particularly, children of unwed parents, to occupy the just and equal position in our society of which they have for centuries been deprived. Our commitment to eradicate poverty commands the highest priority, requiring the mobilization of all our resources, human and natural. Only in this way can we begin to discharge our responsibility to the masses of our people as they exert their rightful claim to enjoy human dignity But the pressure on national resources of fulfilling that responsibility is one of the most crucial challenges which faces the majority of our Member States.",1977,positive,0.682712,"{'sadness': 0.103836, 'joy': 0.382119, 'fear': 0.124546, 'disgust': 0.150545, 'anger': 0.097817}"
151,"310.	Time ebbs away. Further delay invites disaster. The entire world community must act now. Failure imperils all mankind. Our mandate is to improve the lives of all the men and women who now occupy this planet and those who will be born on it. This is our mandate, as simple to state as it is at times difficult to implement.",1977,negative,-0.414757,"{'sadness': 0.603135, 'joy': 0.506432, 'fear': 0.106947, 'disgust': 0.116252, 'anger': 0.128537}"
152,"67.	In each of our countries, efforts are being made to attain that end. In Mexico, we have eliminated all traces of discrimination from our laws-that is to say that there is no legal difference between the opportunities afforded to men and those afforded to women in Mexican society.",1977,negative,-0.846094,"{'sadness': 0.502806, 'joy': 0.195586, 'fear': 0.067164, 'disgust': 0.177059, 'anger': 0.244395}"
153,"68.	We must now eradicate discrimination from our daily attitudes, from our way of thinking, and allow women the same rights as men, giving them equal treatment not only in our laws but also in social and economic reality.",1977,negative,-0.841674,"{'sadness': 0.266038, 'joy': 0.291997, 'fear': 0.167299, 'disgust': 0.191771, 'anger': 0.288493}"
154,"44.	Our achievements illustrate our efforts in this field. Apart from freedom of movement and association, we have adopted legislation making 18 the age for the exercise of civil and political rights. Furthermore, the following basic rights have now become inherent characteristics of Mauritian society: economic and socio-cultural rights, including freedom of worship, free education, free health care and social benefits for the aged, the poor and the handicapped; the elimination of all forms of discrimination based on language, colour or creed; guaranteed equality of status for women; freedom of information through press, television and radio; and freedom of assembly in peace and order.",1977,positive,0.347484,"{'sadness': 0.096076, 'joy': 0.396557, 'fear': 0.045695, 'disgust': 0.26793, 'anger': 0.023058}"
155,"40.	The ultimate aim of the new international economic order is to create a just and equitable world. This is also the ultimate aim of our struggle for human rights. In planning for change we must be mindful of the needs of all people, irrespective of colour, sex and age. When old traditions are abandoned, when established structures are broken up, there is a risk that vulnerable groups become even more underprivileged. Women constitute one such group. The statements from the United Nations women's Conference must therefore be translated into practical action as we now press on towards the realization of the new international economic order. When planning for change we must also pay greater attention to children in our development efforts. The International Year of the Child in 1979 should, among other things, help to make us realize this.",1977,positive,0.378439,"{'sadness': 0.575662, 'joy': 0.54124, 'fear': 0.096939, 'disgust': 0.094445, 'anger': 0.102119}"
156,"158.	Thirty-two years ago, we, the peoples of the United Nations, resolved
 ... to save succeeding generations from the scourge of war ... to reaffirm faith in fundamental human rights ... in the equal rights of men and women and of nations large and small, to establish conditions under which justice and respect for ... treaties ... can be maintained, to promote social progress and better standards of life in larger freedom, and... to practise tolerance and live together in peace with one another as good neighbours ... .",1977,positive,0.953913,"{'sadness': 0.134561, 'joy': 0.661524, 'fear': 0.044936, 'disgust': 0.04866, 'anger': 0.049457}"
157,"37.	Action by the United Nations should, of course, promote and not prejudice the observance of human rights. We must always bear in mind that the objective is not to strike attitudes but to improve the conditions of individual men and women, Care must be taken to avoid tackling situations in such a manner as to place at risk other valid objectives of the world community. Private persuasion can be most effective. The unobtrusive work of the United Nations Commission on Human Rights provides a very good example.",1978,positive,0.672951,"{'sadness': 0.159064, 'joy': 0.516024, 'fear': 0.052112, 'disgust': 0.160616, 'anger': 0.178967}"
158,"266.	The OAU and the United Nations, as well as history, have recognized and recorded the sole responsibility of that African Head of State for these criminal and inhumane acts of plunder and the systematic looting of property, rapes, murders, humiliations and extortions of all sorts against thousands of men, women and children of Benin who were living in peace and working together with the people of that brother country and who were torn away from their work and gagged, pushed along and led away like cattle and left in concentration camps without food or care in abominable hygienic conditions and at the mercy of the weather. What is more, it was in those conditions that on 5 August 1978, upon the personal instructions of that African Head of State, his country's soldiers opened fire in cold blood on a crowd of innocent victims, again causing several dead and wounded.",1978,negative,-0.918044,"{'sadness': 0.472386, 'joy': 0.008504, 'fear': 0.067688, 'disgust': 0.516691, 'anger': 0.303428}"
159,"188.	In short, we are still a long way from an international consensus on human rights. Historians will wonder why it should have been so. They will be hard put to explain how we could be very near a consensus on how to preserve the quality of our seas and yet unable to conduct so much as a civil dialogue on how to preserve the dignity of the human person. They will be hard put to explain how we have begun to redistribute resources internationally to sustain human beings in their material needs but could not ensure that men and women would be free to exercise their most elementary human rights.",1978,negative,-0.463652,"{'sadness': 0.709229, 'joy': 0.041671, 'fear': 0.241371, 'disgust': 0.131664, 'anger': 0.090374}"
160,"31.	We must therefore no longer look at apartheid from the wrong point of view. The odious system of apartheid must be fought as a system that takes the very lives of millions of men, women and children.",1978,negative,-0.808589,"{'sadness': 0.158646, 'joy': 0.088699, 'fear': 0.039664, 'disgust': 0.121391, 'anger': 0.769327}"
161,"78.	The work done by the United Nations in this field, which affects so many millions of men and women, as well as other innocent beings, such as children and adolescents, has been great and fruitful. Worthy of special mention is the arduous work done by the Commission on Human Rights and the sub-commissions, committees and subcommittees created to deal with related problems. But this is not enough. Here and there in every corner of the earth there continue to occur frequent cases of violation or non-recognition of rights which the universal conscience and the United Nations consider sacred, because the domestic peace of States and, in the final analysis, peace among nations, rest upon respect for those rights.",1978,positive,0.442899,"{'sadness': 0.305826, 'joy': 0.48168, 'fear': 0.040988, 'disgust': 0.137249, 'anger': 0.130803}"
162,"35.	In the German Democratic Republic, as well as in the other socialist countries, this decisive human right is implemented and established by law. The right to work, equal rights for men and women, the right to education and leisure for everyone and the right to special protection of marriage and family are living, everyday reality. Social security and political co-determination form part of the very nature of socialism.",1978,positive,0.925387,"{'sadness': 0.129173, 'joy': 0.694513, 'fear': 0.039803, 'disgust': 0.084363, 'anger': 0.020638}"
163,"182.	During our four years of membership in the United Nations we have raised many matters of importance-some of which have been considered innovative, others were current and regular but our views ushered in new thoughts about them, thoughts that aroused new vistas in an attempt to tackle traditional thought-patterns. And still further we have been introducing some very thought-provoking subjects of world importance and world concern, subjects considered by some to be strange and extraneous, but which we feel are sufficiently important and significant to merit our constant articulation and review of them, however and whenever the opportunity permits. Permit me to refer to only a few: the question of women's rights, the universality of God, economic cruelty, the problems of man and his environment, disarmament, man and his material and spiritual behaviour, the Bermuda Triangle, unidentified flying objects and extraterrestrial phenomena, decolonization and territorial integrity, human rights, and undue solace given to terrorists.",1978,positive,0.598255,"{'sadness': 0.113293, 'joy': 0.779615, 'fear': 0.033749, 'disgust': 0.058948, 'anger': 0.038006}"
164,"218.	I should like now to deal with another subject of great importance, the International Year of the Child. The declaration of 1979 as the International Year of the Child focuses the attention of all Member States on the rights of the child. The children of today are the men and women of tomorrow. Given a good start in life, given the tools and equipment for decision-making and physical, psychological, spiritual and social guidance from an early age, children will become better citizens of tomorrow. Parents, teachers and societies have an obligation to promote their interests and Governments have an obligation to protect those interests.",1978,positive,0.803394,"{'sadness': 0.193857, 'joy': 0.628757, 'fear': 0.065479, 'disgust': 0.484919, 'anger': 0.047575}"
165,"224.	It is my strong and irrevocable conviction that die time has come when the United Nations and, certainly , Governments of Member States should adopt appropriate measures, possibly through legislation, designed to correct improper behavioural patterns among pregnant mothers, behavioural patterns inimical to the interest of their yet-unborn children. I refer to pregnant mothers who indulge in excesses of alcohol and smoking and even in the abuse of dangerous drugs. I feel that I am to some extent reflecting the views of the various women's organizations that are concerned and desirous to ensure that all steps be taken so that children are born strong and healthy after having spent a period of nine months under the best possible conditions. And since I am well known to champion the cause of women in United Nations organizations and elsewhere in the struggle for equality, I now call upon the women of the world to indicate their support to their respective Governments wherever they may be for the benefit of children yet unborn.",1978,positive,0.348156,"{'sadness': 0.381446, 'joy': 0.322544, 'fear': 0.209524, 'disgust': 0.213495, 'anger': 0.041032}"
166,"27.	The Preamble of the Charter reaffirms 'faith in fundamental human rights, in the dignity and worth of the human person, in the equal rights of men and women and of nations, large and small'. This objective is directly related to the purpose of the United Nations to maintain international peace and security. For peace does not He in a mere cessation of hostilities or a containment of conflicts, or even in disarmament measures concluded in a general environment of violence, coercion and subjugation. As Gandhi said: 'The way to peace is the way to truth.' Truth lies in equality and justice. An individual cannot pursue truth, the highest urge of his soul, unless he is able to exercise his fundamental freedoms and human rights.",1978,positive,0.497084,"{'sadness': 0.527147, 'joy': 0.563718, 'fear': 0.061505, 'disgust': 0.045184, 'anger': 0.074745}"
167,"17.	Sixthly, our concern and our sense of human solidarity is directed not to States only but to people as individual human persons. We believe that there are certain minimum requirements for human dignity which cut across cultural differences and national boundaries, and which men and women everywhere are entitled to expect as of right. In a world of such diversity it will take much patient discussion and growth of understanding in various bodies to develop fuller agreement on these rights and on how they are best given effect. But, in my view, we have already gone well beyond the stage where any one of us could claim that the denial within our borders of a basic minimum of individual human dignity is a wholly private matter and not a legitimate concern of the whole international community.",1978,positive,0.785762,"{'sadness': 0.126719, 'joy': 0.561015, 'fear': 0.053364, 'disgust': 0.244641, 'anger': 0.028125}"
168,"75.	Terrorist groups continue to threaten the lives of innocent men, women and children in different parts of the world. Once again it must be emphasized that terrorism could be virtually eliminated if certain countries did not continue to provide arms, training and refuge to its practitioners. Yet we are gratified that States which once stood helplessly by have begun to assert themselves.",1978,negative,-0.714671,"{'sadness': 0.192065, 'joy': 0.142112, 'fear': 0.343911, 'disgust': 0.430208, 'anger': 0.163253}"
169,"163.	I wish to say, in all humility and modesty, that for us the small nations, the weaker nations, the poor nations, the United Nations General Assembly represents a unique forum. It is a forum where what we say echoes throughout the world. We speak here in the hope that some of our words may get through, so that the hopes and aspirations of the men, women and children of third-world countries will register in the consciousness of the leaders of the world. We are here because our people have sent us here. We speak here to articulate the problems, hopes and fears of our people. Not to do so would be a shameful betrayal of the mandate given to us by our people. It is in this spirit that I, coming as I do from a democratic socialist country, Sri Lanka, which is both a small and a developing nation, have placed before you some thoughts on how we in Sri Lanka see the present state of international development.",1978,positive,0.419065,"{'sadness': 0.523889, 'joy': 0.488274, 'fear': 0.688708, 'disgust': 0.518561, 'anger': 0.414851}"
170,"6.	The General Assembly cannot justifiably claim that it has fulfilled the hopes and yearnings of the founding fathers of the Organization. We recall that they did 'reaffirm faith in... the dignity and worth of the human person, in the equal rights of men and women and of nations large and small'.",1978,positive,0.982792,"{'sadness': 0.115953, 'joy': 0.600234, 'fear': 0.019727, 'disgust': 0.214934, 'anger': 0.064895}"
171,"409.	Last month a group of terrorists in a surprise attack seized the National Palace 5 where the national Congress was in session and where the offices of the Ministries of the Interior and the Treasury are situated. The terrorists took hostage members of parliament, the Minister of Government and officials and employees who were doing their work, as well as members of the public who were there-in all, almost 3,000 persons, including many women and children. In return for the release of the hostages the terrorists demanded of the Government that 59 people who were in prison for crimes committed, such as murders, kidnappings and armed assault, and whom they described as political prisoners should be allowed to leave the country and that a ransom should be paid. For humanitarian reasons and to save the lives of so many innocent persons, the Government acceded to those demands.",1978,negative,-0.426689,"{'sadness': 0.445518, 'joy': 0.004805, 'fear': 0.113015, 'disgust': 0.514301, 'anger': 0.295043}"
172,"300.	I consider the Helsinki Final Act to be the comer-stone for a future charter or common constitution for Europe. The Netherlands must insist on the equality and interrelationship of all the elements of the Final Act. In the process of detente and peace, we, as mature nations, must be able to discuss respect for human rights as defined in the Final Act. This is not a return to the cold war. Respect for human rights is an essential element in the process leading towards detente and mutual trust. In an interdependent world, concern for human rights does not stop at national borders. Detente is not a matter for Governments alone; interdependence in Europe is ultimately a matter for every woman and every man.",1978,positive,0.512699,"{'sadness': 0.210994, 'joy': 0.172508, 'fear': 0.133943, 'disgust': 0.187107, 'anger': 0.131086}"
173,"74.	Suffice it to say to rebut that argument that the Western society itself is no paradise, since a general crisis pervades the West today, a crisis which manifests itself in inflation, unemployment and a degree of alienation of the young, the women and the aged, as well as in violence, terrorism and waste.",1978,negative,-0.919846,"{'sadness': 0.607914, 'joy': 0.010035, 'fear': 0.242319, 'disgust': 0.281597, 'anger': 0.229142}"
174,"106.	A generation ago the United Nations was created by men and women who shared a vision. They saw the need in the wake of war to create stronger international institutions that could dampen the flames of conflict and life nations and people to a new level of material well-being; they saw the need to afford self-determination to millions; and they saw the need for the world community to take a compelling stand against repression, discrimination and the denial of the rights of man.",1978,negative,-0.390533,"{'sadness': 0.462451, 'joy': 0.476334, 'fear': 0.026391, 'disgust': 0.062436, 'anger': 0.021692}"
175,107. The men and women who gathered in San Francisco in 1945 raised their sights above the differences and divisions of the moment. They dared to see the world as it could be—a world where- those who are hungry are fed; where those who are poor have escaped the degradation of poverty; where diplomacy among nations is a pervasive substitute for violence among nations; and where the resources of the world are used effectively and shared equitably.,1978,negative,-0.294612,"{'sadness': 0.535583, 'joy': 0.214267, 'fear': 0.02333, 'disgust': 0.097374, 'anger': 0.269829}"
