,text,year,sentiment,score,emotion
38,"220. In the Middle East, the Horn of Africa, southern Africa, 
Afghanistan and South-East Asia and in the recent Falkland (Malvinas) 
Islands dispute, the United Nations has not been able to fulfil its 
most fundamental purposes of peace-making and peace-keeper. In many 
cases when people suffering from injustice, oppression and foreign 
domination turn to the United Nations for redress, basing their hopes 
on the provisions of the

221. After nearly four decades of experience in using the Charter as 
the legal standard governing inter-national relations, the wisdom and 
validity of its principles remain incontestable. However, its wide, 
global objectives continue to be subordinated to narrowly conceived 
national interests. In our view, this is the cause of the current 
breakdown in inter-national law and order. Unless Member States 
address themselves seriously and sincerely to this dilemma, they 
cannot hope to achieve workable solutions to

222.	In the Middle East Israel's denial of Palestinian rights is 
the driving force behind its lawless and barbarous devastation of 
Lebanon. International anarchy is nowhere so rampant as in this area, 
where Israel has shown that there are no limits to its con-tempt for 
international law and its callous inhumanity. Not content with 
denying Palestinian rights, the Israelis are seeking to exterminate 
the Palestinians themselves. In pursuit of their final solution to 
the problem they have launched a criminal aggression against a 
sovereign State, and they have had no qualms about the destruction of 
cities through saturation bombing and the killing and maiming of 
thousands of civilians, including women and children, by the use of 
vicious phosphorous and anti-personnel cluster bombs.",1982,negative,-0.73627,"{'sadness': 0.556172, 'joy': 0.509712, 'fear': 0.106656, 'disgust': 0.147286, 'anger': 0.178252}"
39,"200. The plot aimed at exterminating the Palestinian people must be 
denounced, condemned and resisted, vigorously and with determination, 
by the international community. The appalling pictures of the 
holocaust in west Beirut and the most recent massacres in the 
Palestinian refugee camps have stirred the conscience of the millions 
of men and women who have identified with the Palestinian cause and 
firmly refuse to take refuge in blindness and amnesia in the face of 
the most monstrous crimes in the history of the struggle of peoples 
for self-determination and independence.",1982,negative,-0.963985,"{'sadness': 0.434786, 'joy': 0.029473, 'fear': 0.23626, 'disgust': 0.504109, 'anger': 0.160617}"
40,"While Israel occasionally professes the wish to live in peace with 
its neighbours, it has over the months systematically applied an 
aggressive policy and has acted against vested principles and rules 
of international law and, more specifically, against the territorial 
integrity of its neighbours. In this connection I wish to recall the 
annexation of the Syrian territory of the Golan Heights, the 
provocative and oppressive acts of the Israeli army against 
Palestinian civilians living in the occupied West Bank and Gaza Strip 
and, lately, the transgression of Lebanese borders, leading to the 
massacre of thousands of defenceless Palestinian men, women and 
children. That crime against humanity has deservedly received 
universal condemnation, not only of those who committed that savage 
act but equally of those who facilitated that repulsive crime.",1982,negative,-0.817609,"{'sadness': 0.393307, 'joy': 0.056187, 'fear': 0.193149, 'disgust': 0.433481, 'anger': 0.288308}"
41,"220.	Then came the horrible massacre 
perpetrated by the Israeli forces of occupation 
in the refugee camps of Sabra, Shatila and other 
localities. Israeli forces beat burned and 
massacred more than 1,400 innocent Palestinian 
citizens, mostly women and children, in a 
bloodbath reminiscent of the massacre of Deir 
Yassin, perpetrated by Begin on 9 April 1947.",1982,negative,-0.94431,"{'sadness': 0.477479, 'joy': 0.01991, 'fear': 0.189638, 'disgust': 0.528239, 'anger': 0.141519}"
42,"188.	The past year has been particularly 
momentous. The seventh emergency special session 
of the General Assembly, on the question of 
Palestine, has been reconvened a few times 
recently to consider the pressing situation in 
the Middle East and, in particular, the tragedy 
that has befallen Lebanon. The military 
aggression committed by Israel against the 
territorial integrity and sovereignty of Lebanon, 
resulting in the terrible loss of innocent 
civilian lives, including those of women and 
children, has undermined efforts on the part of 
the international community to find a just and 
lasting settlement for the conflict in the Middle 
East. Moreover, the world was deeply shocked by 
the ruth¬less massacre in west Beirut following 
t.ie violation of the cease-fire agreements by 
Israeli armed forces.",1982,negative,-0.550703,"{'sadness': 0.751355, 'joy': 0.029682, 'fear': 0.149604, 'disgust': 0.165353, 'anger': 0.198955}"
43,"3.	The thirty-seventh session is being held 
at a moment when we are all under the spell of 
the momentous events which have taken place in 
the Middle East during recent months. The whole 
world is stunned by the massacre of innocent men, 
women and children in the refugee camps of west 
Beirut. That outrage against humanity has 
compounded the tragedy unfolding in Lebanon since 
the Israelis invaded that country in early June.",1982,negative,-0.806894,"{'sadness': 0.567625, 'joy': 0.065897, 'fear': 0.104542, 'disgust': 0.408117, 'anger': 0.155561}"
44,"Another tragic example of the powerlessness of 
the international community is the situation in 
Lebanon. The ongoing tragedy, with its 
implications for the sovereignty and integrity of 
a nation and the elementary human rights of the 
Lebanese and Palestinian people, is threatening 
to lead the entire region down the path of total 
conflagration. The Israeli occupation of Lebanon, 
the brutal war Israel has perpetrated against the 
Palestinians, the siege of Beirut and the 
dreadful massacres at Sabra and Shatila are a 
clear demonstration of the dangerously 
deteriorating situation in the area. Israel has 
invaded and continues to occupy the territory of 
a sovereign Member of the Organization. It bears 
responsibility for the murder of innocent 
Palestinian women and children. Perhaps one 
cannot adequately express in words the suffering, 
torment and the humiliation which the surviving 
people are being subjected to under Israeli 
occupation.",1982,negative,-0.866618,"{'sadness': 0.688701, 'joy': 0.048206, 'fear': 0.121534, 'disgust': 0.582732, 'anger': 0.214667}"
45,"32.	Israel has occupied Lebanon, violating its independence and territorial integrity. It has unleashed a war of unprecedented barbarism against the Lebanese and Palestinian peoples in violation of all international instruments and the purposes and principles of the United Nations. At the height of its brutal action Israel did not hesitate to use the deadliest weapons, including internationally prohibited weapons, against the Palestinian and Lebanese peoples. In the middle of last month Israel carried out a massacre that claimed the lives of defenseless Palestinian refugees  the elderly, children and women in an attempt to displace the Palestinian people and halt its revolutionary march. But the steadfastness and valor shown in Beirut and the struggle of the Palestinian freedom fighters proved incontestably that the Palestinian people, led by the PLO, will not be dissuaded by massacres, terrorism or coercion from persisting in demanding its right to return to its homeland, to self- determination and to establish its own independent national State.",1982,negative,-0.814192,"{'sadness': 0.553861, 'joy': 0.088926, 'fear': 0.15016, 'disgust': 0.213135, 'anger': 0.189379}"
46,"What shall we say to the deprived, the persecuted, those that yearn 
for justice for freedom and for the support of the international 
community? What shall we tell the displaced, the wounded, the maimed 
and murdered Lebanese and Palestinians who have appealed to the 
Organization and the conscience of the world, because their rights 
have been usurped and they have been the victims of aggressors in 
their own home and in the refugee camps? Shall we tell them that the 
Security Council, the organ responsible for the maintenance of 
international peace and security, has been convened more than once in 
order to consider the abominable aggression by Israel against Lebanon 
and that each time the representative of a super Power, the United 
States of America, used its right of veto in order to obstruct the 
cessation of the massacres in Lebanon whose victims were men, women 
and children, and to obstruct the imposition of sanctions upon Israel 
in accordance with the Charter?",1982,negative,-0.53056,"{'sadness': 0.415987, 'joy': 0.038246, 'fear': 0.037217, 'disgust': 0.511949, 'anger': 0.302083}"
47,"The Assembly has heard what the Iraqi Foreign Minister said about the peaceful intentions of the Iraqi regime. But I draw your attention to what the Iraqi regime has done, only during the last few months, to the cities of Piranshahr, Baneh, Marivan, Andimeshk and Gilan Gharb in western Iran. The Foreign Minister of Iraq talks about peace and peaceful solutions when the streets, residential areas, and market-places in these towns are still wet with the blood of innocent and defenceless women and children.",1983,positive,0.642409,"{'sadness': 0.386987, 'joy': 0.200262, 'fear': 0.134519, 'disgust': 0.399292, 'anger': 0.106063}"
48,"134.	While the Arabs have offered to the world irrefutable proof of their desire for a just and comprehensive peace—namely, the Arab peace plan—Israel has added to its chain of aggressive actions a new link which involves horror, violence and threats to security and stability on a scale not less than its previous actions. I refer to its brazen military invasion of Lebanon and horrible massacres that resulted in the deaths of thousands of innocent children, women and elderly persons, a deterioration of conditions in Lebanon and a threat to security and peace in the region. Israel's aim was to abort all peace efforts and initiatives. Action in furtherance of that aim included its categorical and immediate rejection even of President Reagan's initiative, while the Arab States endeavoured, particularly through the Committee of Seven emanating from the Fez Summit Conference, to benefit from positive aspects of that initiative.",1983,negative,-0.548233,"{'sadness': 0.184687, 'joy': 0.083871, 'fear': 0.485539, 'disgust': 0.412036, 'anger': 0.160566}"
49,"150.	We see how, nevertheless, the Zionist entity in Israel persists in the use of internationally banned weapons. The world has recently seen tens of thousands of Palestinians and Lebanese, most of them children, women and the elderly, falling victim to cluster and concussion bombs used by Israel during its aggressive invasion of Lebanon.",1983,negative,-0.719669,"{'sadness': 0.341969, 'joy': 0.031443, 'fear': 0.178128, 'disgust': 0.491575, 'anger': 0.328929}"
50,"170.	My country watches with great sadness the continuing fratricidal war between Iran and Iraq, two neighbouring Muslim and non-aligned States. Tens of thousands of men, women and children have already fallen on the field of battle in that bloody war. We appeal once again, solemnly and urgently, to both belligerents to cease hostilities forthwith and to replace hatred and intransigence with wisdom and reason. In this connection, we hail the offers for a cease-fire that have been made many times by the Iraqi Government, and we urge the Iranian Government to accept them, convinced as we are that in that war, which is as futile as it is absurd, there can be neither victor nor vanquished.",1984,negative,-0.787135,"{'sadness': 0.516428, 'joy': 0.0447, 'fear': 0.043412, 'disgust': 0.285967, 'anger': 0.438511}"
51,"221.	The Commonwealth of Dominica, having gained its freedom less than six years ago, values its independence and unequivocally supports the principle of self-determination for all peoples. Therefore, we cannot but support the claim of the Palestinian people to a homeland and its right to decide its own future under the leadership of men and women freely chosen by it. At the same time, there is a corresponding right of the State of Israel to exist in peace within secure borders. The assertions of those rights are not mutually exclusive. It only requires courage and statesmanship from the leaders of the region and balanced commitment and support from the rest of the world. That is the task which faces the peoples of the Middle East and the rest of the international community, and it does not appear to be beyond our collective effort and resolve.",1984,positive,0.437404,"{'sadness': 0.162252, 'joy': 0.609587, 'fear': 0.085206, 'disgust': 0.081766, 'anger': 0.096177}"
52,Several hundred young Jewish women remain unmarried because of the depleted male Jewish population in Syria. The Syrian Government has cruelly refused to allow those women to leave the country in order to be able to marry within their faith and establish families.,1985,neutral,0.0,"{'sadness': 0.387613, 'joy': 0.089774, 'fear': 0.052845, 'disgust': 0.521379, 'anger': 0.166394}"
53,"Moreover, it has become evident that countries far and near are not immune from Israeli aggression. The tragic situation in Lebanon is a case at hand. The recent Israeli raid on the headquarters of the Palestine Liberation Organization (PLO) in Tunis was a flagrant violation of the territorial integrity of the peace-loving African State of Tunisia. We mourn the death of the innocent women and children who lost their lives as a result of that deplorable act, which we strongly condemn. Such actions cannot be justified under international law and norms of conduct. We call upon Israel to abide by and fully implement Security Council resolution 573 (1985), of 4 October 1985. On many occasions the international community has pronounced itself on the inadmissibility of the acquisition of territory by the use or threat of use of force. Kenya fully shares that view and calls upon Israel to withdraw from all territories occupied since the 1967 war.",1985,negative,-0.739693,"{'sadness': 0.642541, 'joy': 0.563496, 'fear': 0.429064, 'disgust': 0.113514, 'anger': 0.102148}"
54,"As subsequent events have demonstrated, Israel's declared policy has become the non-recognition not only of Palestinian national rights but also of the existence of the Palestinians as a people, in an attempt to alienate them from the land on which they have lived since time immemorial. Israel's declaration of independence signified, at the same time, a declaration of war on the Palestinian Arab people. The political motivation behind the cold blooded massacre of the civilian population, including women and children, at Deir Yassin, perpetrated by Zionist gangs, was to terrorize the inhabitants into panic and cause them to flee the country. Those dangerous developments led to armed conflicts that have five times plunged the region into bloody destructive wars, each time threatening international peace and security.",1986,negative,-0.811482,"{'sadness': 0.307793, 'joy': 0.012502, 'fear': 0.739475, 'disgust': 0.111076, 'anger': 0.151309}"
55,"The Iraqi regime not only has committed a crime against humanity and international peace by its military aggression, but also during the past six years has committed numerous war crimes, in defiance of all the norms of international law. It is regrettable that although a United Nations report explicitly referred to the physical abuse of Iranian prisoners-of-war in Iraqi camps and made recommendations, no change has occurred in that regard. Attacks on civilian quarters and the war on cities, resulting in the martyrdom of thousands of men, women and children, constitute another war crime in Iraq's long list of violations of international law. The agreement of 12 June 1984 did not last long and the Iraqi regime again resumed attacks on residential areas, as stated in United Nations documents. That crime is continuing today.",1986,negative,-0.793985,"{'sadness': 0.304753, 'joy': 0.017565, 'fear': 0.197671, 'disgust': 0.333441, 'anger': 0.436005}"
56,"Ever since its creation Israel has shown by its actions that it will not give up the expansionist goals set by the Zionists. Since the creation of the State of Israel by the adoption of General Assembly resolution (II), of 29 November 1947, the Zionist regime has waged a campaign of terror, involving massacres of the civilian population, including women and children, and resulting in a massive exodus of Palestinians. Thus, terrorism has been introduced in our time into the Middle East as a means of achieving political goals. Since 194b Israeli acts of aggression have caused several armed conflicts that have endangered international peace and security.",1987,negative,-0.689588,"{'sadness': 0.295932, 'joy': 0.064672, 'fear': 0.453419, 'disgust': 0.225275, 'anger': 0.225156}"
57,"The latest in the long list of American hostilities towards out nation was the bloody massacre of innocent, defenceless pilgrims at Mecca in the holy sanctuary of God at the hands of the Saudi regime where some 400 Iranian and non-Iranian pilgrims, mostly women, were martyred and a greater number were beaten, injured or maimed. There are certain indications that the United States played an influential part in this unprecedented, historical monstrosity.",1987,negative,-0.924412,"{'sadness': 0.392489, 'joy': 0.081436, 'fear': 0.138963, 'disgust': 0.57482, 'anger': 0.106304}"
58,"Accordingly we must commend the Secretary-General for his ongoing efforts to restore peace and stability in the Persian Gulf. The war between Iraq and Iran, which has lasted for nearly a decade, has taken a very heavy toll on human life and property, disrupted freedom of trade and navigation in the region and even escalated to the point where chemical weapons have been used against civilian targets, including women and children. We must once again urge all concerned to comply with the provisions of Security Council resolution 598 (1987), which calls for the cessation of hostilities and the opening of negotiations between the two parties.",1987,negative,-0.398695,"{'sadness': 0.33636, 'joy': 0.280572, 'fear': 0.353781, 'disgust': 0.093735, 'anger': 0.143433}"
59,"The question of Palestine remains at the core of the Middle East problem. We support the legitimate popular uprising of the Palestinian people in the occupied Palestinian territories and condemn the policy of oppression and aggression practised by Israel in those territories. Faced with a defenceless population, the array of occupation does not hesitate to fire on children, women and old people. It uses all kinds of weapons, in violation of international law. The massacre of the civilian population continues and the number of victims increases daily. Faced with the repressive Israeli machine, the resistance is increasing, at the cost of hundreds of martyrs.",1988,negative,-0.732311,"{'sadness': 0.282979, 'joy': 0.076113, 'fear': 0.134055, 'disgust': 0.468832, 'anger': 0.185915}"
60,"Undoubtedly one of the most sensitive crises which has put to the test the United Nations capability in dealing with international problems is the war imposed by Iraq against the Islamic Republic of Iran. The blatant aggression by Iraq on 22 September 1980 against the sovereignty and territorial integrity of the newly established government of the Islamic Republic of Iran - in the course of which even the most basic standards of human, decency and universally recognised norms of international law have been violated by Iraq# sparing no one from atrocities ranging from massive bombardment of residential quarters, massacring- innocent women and children to the deployment of chemical weapons against Iraqi civilians - provides international public opinion with a roost obvious case of aggression and war crimes.",1988,negative,-0.566916,"{'sadness': 0.35544, 'joy': 0.017233, 'fear': 0.139053, 'disgust': 0.399155, 'anger': 0.377231}"
61,"It is worth emphasizing in this connection that the presence of United States naval forces in the Persian Gulf and the Sea of Oman, which contravenes the purposes and principles set out in Articles 1 and 2 of the United Nations Charter, concerning respect for sovereignty, territorial integrity and political independence and the sovereign equality of States - has seriously jeopardized the peace and security process in the region. The roost vicious consequence of the presence of foreign forces in the Persian Gulf was the criminal shooting down by the United States of the Iranian airliner flying along an internationally recognized air corridor on 3 July 1988, which cost the lives of 290 innocent people, including 100 women and children. That act was a blatant violation not only of the rule about refraining from aggression but also of the territorial integrity of a United Nations Member State.",1988,negative,-0.652995,"{'sadness': 0.090667, 'joy': 0.347337, 'fear': 0.051059, 'disgust': 0.370087, 'anger': 0.342218}"
62,"The eight-year-old Iran-Iraq conflict, which is mercifully coming to an end, was a comparatively short-lived calamity, as against the Arab-Israel conflict that has ravaged the Middle East for more than 4υ years. Throughout this period women and children of Palestine have demonstrated extraordinary courage and resilience in keeping alight the flame of freedom. The most ruthless use of force by Israel has not extinguished that flame. The people of Palestine are in a state of constant ferment and for as long as their legitimate aspirations have not been fulfilled Israel cannot hope to live in peace.",1988,negative,-0.416469,"{'sadness': 0.341745, 'joy': 0.408659, 'fear': 0.173315, 'disgust': 0.059039, 'anger': 0.153532}"
63,"The problems of the Middle East and Lebanon persist. There has still been no positive response to efforts by the international community to restore peaceful and tolerant coexistence to that region. In response to the call for a peace conference concerning the region, dissident voices have been raised alleging that such a peace conference would be useless; but no suggestions have been made for an alternative under which the parties could give up their radical, conflicting positions. The Republic of Paraguay repeats that any arrangement that is reached must be in accordance with the provisions of Security Council resolution 242 (1967), and that two fundamental principles must be respected in any resolution that may be adopted full recognition of the sovereign existence of the State of Israel, and the Palestinian people's right to exist and to have a homeland. The problem of Lebanon continues to be of concern to all men and women in the world. It is time to end this irrational war that has destroyed a country which was a centre of peace and progress but in which today these is an ever-increasing spirit of belligerency and destruction.",1988,negative,-0.452871,"{'sadness': 0.479652, 'joy': 0.533628, 'fear': 0.150573, 'disgust': 0.095865, 'anger': 0.545368}"
64,"My delegation salutes the popular uprising - the intifada - in the occupied territories of Palestine against the Fascist policies, encroachments and depredations of the Zionist entity in the holy places of Palestine, We strongly condemn the violent repressive measures, including deportation and the use of terrorist tactics practised by the Zionist entity against the unarmed Palestinian people, including women, children and the elderly.",1988,negative,-0.978799,"{'sadness': 0.158941, 'joy': 0.028679, 'fear': 0.176412, 'disgust': 0.470756, 'anger': 0.262718}"
65,"We in the Kingdom of Swaziland are greatly perplexed by the spread of international terrorism, whose victims are innocent people, including women and children. We humbly urge all parties concerned to exercise both moral and political restraint in resolving their differences.",1988,negative,-0.410721,"{'sadness': 0.43254, 'joy': 0.043794, 'fear': 0.148281, 'disgust': 0.42046, 'anger': 0.17707}"
66,"During the past 10 months, the world has witnessed an uprising of Palestinians in occupied lands and crimes perpetrated by Israel in an attempt to deal with the uprising. I refer, of course, to the killing, torture, arrests and deportations engaged in by the Israeli forces against the Palestinians, the old and the young, men, women and children, in defiance of the will of the international community and resolutions adopted by it, including resolutions adopted by the Security Council and other international bodies.",1988,negative,-0.891889,"{'sadness': 0.528221, 'joy': 0.026595, 'fear': 0.16697, 'disgust': 0.304828, 'anger': 0.324971}"
67,"In the Middle East, the Palestinian people is still waging its heroic struggle to recover its- national rights. The most heroic expression of that struggle is the intifadah - that revolt of the people in the occupied territories which has mobilized Palestinians into the streets, including a large number of women and children, who are standing up unarmed to the Israeli occupation forces which, in violation of the Fourth Geneva Convention of 12 August 1949, ate committing acts of torture and carrying out massacres. The current generation of stone throwers is a new category of martyrs of the Palestinian people whose sacrifice invites the international community to undertake firm and resolute action to compel Israel to recognize the inalienable national rights of that people.",1989,negative,-0.609544,"{'sadness': 0.552602, 'joy': 0.026297, 'fear': 0.104544, 'disgust': 0.426733, 'anger': 0.227822}"
68,"'Then there was the sweeping Palestinian uprising. Twenty-three months have passed since the intifadah began. The Palestinian people, all of them - men, women, the elderly and children - have risen up against occupation and injustice. They confront Israeli occupation authorities and all their instruments of oppression and tyranny as people defending their right to their land against an occupier that threatens their livelihood and existence. Peace is still an aspiration that Israel rejects, and it continues to place obstacles in the way of its attainment. That has been so since the Arab peace initiatives began to receive the support of the international community. In this regard, I refer to the initiative of the Fez Summit of 1982, the resolutions, of the Palestine National Council of 1988 and the steps taken by the Palestinian leadership, including its proclamation of the State of Palestine.*
'On this occasion I extol the role of our sister State Egypt under the leadership of President Hosni Mubarak in supporting the inalienable legitimate rights of the Palestinians, even as Israel's intransigence hinders every initiative to solve the problem end obstructs every effort to achieve peace.",1989,negative,-0.44714,"{'sadness': 0.470998, 'joy': 0.567329, 'fear': 0.125353, 'disgust': 0.493756, 'anger': 0.151703}"
69,"Despite the optimism prevailing on the international scene as a result of the trend towards the peaceful settlement of regional and international problems, the situation in the Middle East is still fraught with danger and poses a threat to peace not only in the region but in the entire world. That situation is the result of the aggressive policy pursued by Israel against the Arab Palestinian people, whose courageous intifadah is about to enter its third year. That heroic people in the West Bank and the Gaza Strip has been confronting the brutal force and oppression of the Israeli occupation only because it is claiming its legitimate tights. The occupying forces respond to those just demands by murder, expulsion, torture, imprisonment and the demolition of houses. The ruthless oppression and suppression are carried out against that people in contravention of human rights and international law and norms. Despite all that, there are those who, while unceasingly proclaiming respect for human rights, at the same time ignore these barbaric practices. In addition, a super-Power abstains from voting on any resolution that condemns the Zionist entity, which the international community has unanimously denounced and condemned. Here I must pay a tribute to, and honour all, those steadfast heroes under the yoke of the Israeli occupation - all those men, women ¡I children and the elderly.",1989,negative,-0.422662,"{'sadness': 0.551018, 'joy': 0.148058, 'fear': 0.135536, 'disgust': 0.249843, 'anger': 0.525673}"
70,"The Middle East crisis, which, recently, has been marked by the massacre of innocent civilians in the occupied Arab territories of the West Bank and the Gaza Strip - events that fanned the flame of the intifidah - aroused the conscience of the entire world when, on 25 May last, the Security Council was convened in Geneva to consider the situation and to find an appropriate solution. Tension in that part of the world had reached its peak, and no one expected tension to break out in an area so close to a region already troubled by the absence of peace and security since 1945,
In the Middle East, Iraq's invasion and illegal occupation of Kuwait are the last straw and justify the presence of naval and air forces from other military Powers in the region. But this presence exposes the entire region to the risk of an armed conflagration, probably to a war, whose victims, once again, would be the innocent - women, children and people who, motivated by a spirit of friendship and co-operation, came from all parts of the world to make their contribution to the development of that desert region.",1990,negative,-0.796224,"{'sadness': 0.459559, 'joy': 0.08713, 'fear': 0.235352, 'disgust': 0.288098, 'anger': 0.283228}"
71,"In order for things not to become confused, world public opinion must remain alert to Israel's practices in the occupied Arab territories! collective punishment, demolition of homes, arbitrary measures imposed on the occupied territories, the deportation by force of Palestinian women and their children and the continuing influx of immigrants from the Soviet Union Jews to Israel for settlement in the occupied Arab territories.",1990,negative,-0.798358,"{'sadness': 0.302426, 'joy': 0.049722, 'fear': 0.150198, 'disgust': 0.396388, 'anger': 0.42093}"
72,"Iraq has been subjected, in the name of international legitimacy and under the pretext of upholding it, to a deliberate full-scale destruction of all aspects of life. The facts about the events preceding the attack on Iraq have confirmed the premeditated intentions of the Powers which perpetrated this destruction to weaken Iraq, undermine its sovereignty and humiliate its people, especially after Iraq had come out of an eight-year war stronger and with greater regional and international weight than ever before. The rulers of Kuwait were chosen to conspire with the West, and with the United States in particular, to destroy the Iraqi economy as the first phase of a design for the total destruction of Iraq. All efforts exerted by Iraq and the Arab States and all the warnings candidly voiced by Iraq to them, with a view to persuade them to desist from the great harm they were inflicting upon the
Iraqi people, went unheeded. In fact, they delved more deeply into their arrogant hostility and further increased their collusion through the suspect oil policy they pursued. Their aim was to bring Iraq to its knees, break the will of its people, and starve its children, women and elderly. The declared objective of the United States and its allies, which meant to prepare for and justify their aggression against Iraq, was initially the so-called defence of Saudi Arabia. Then the objective became the ejection of Iraqi forces from Kuwait. Yet the military operations planned and carried out for the supposed liberation of Kuwait did not begin in Kuwait. The aggression was initiated on 17 January 1991, with a full-scale campaign of air bombardment whose targets were the economic infrastructure and civilian residential centres everywhere in Iraq. This resulted in the destruction of power plants, power transmission systems, oil refineries, bridges, irrigation regulators, water purification centres, factories, hospitals, schools, places of worship, infant-milk factories, grain silos and civilian shelters.",1991,negative,-0.774069,"{'sadness': 0.26294, 'joy': 0.121517, 'fear': 0.234455, 'disgust': 0.466864, 'anger': 0.563568}"
73,"As far the question of Palestine, it is the most flagrant example in this respect. While many countries call for the implementation of international legitimacy and try to hide their illegitimate acts against Iraq behind that slogan, some of them continue to ignore the rights of the Palestinian people while United Nations resolutions on the Palestinian issue remain un-implemented and while the forces of Zionist occupation continue their policy of annexing occupied Arab lands, build settlements on them, carry out schemes for Jewish immigration and employ the ugliest methods of repression against helpless men, women and children.",1991,negative,-0.548121,"{'sadness': 0.375615, 'joy': 0.016418, 'fear': 0.050701, 'disgust': 0.425964, 'anger': 0.411194}"
74,"We have been following closely the Middle East peace negotiations and 
hope that they will result in a peace agreement, which all men and women 
urgently need.",1992,positive,0.775641,"{'sadness': 0.133902, 'joy': 0.706439, 'fear': 0.054395, 'disgust': 0.023019, 'anger': 0.056564}"
75,"Not content with its military aggression against Iraq on
17 January 1991 or with all the inhuman practices it has
pursued against the Iraqi people, the United States of
America has continued to perpetuate direct and unilateral
acts of military aggression against Iraq under various false
pretexts and flimsy justifications. In addition to the first
colossal aggression of 1991, the United States perpetrated
two further acts of aggression against Iraq’s civilian
population and civilian installations on 17 January 1993 and
27 June 1993. These two additional acts of aggression
resulted in the loss of many innocent civilian lives among
children, women and elderly people.",1993,negative,-0.803567,"{'sadness': 0.599367, 'joy': 0.075871, 'fear': 0.045003, 'disgust': 0.371594, 'anger': 0.111424}"
76,"Iraq’s procrastination in implementing the Security
Council resolutions is not limited to the boundary
demarcation but extends to a purely humanitarian issue: the
release of all prisoners, hostages and detainees of Kuwaiti
and third country nationals. Those hostages and prisoners
have been languishing in Iraqi prisons and detention camps
for some three years now. We trust and hope that the
international community will bring pressure to bear on the
Iraqi regime to release every one of those innocent men,
women and children. Their plight is a stark violation of all
the values and concepts associated with the issue of human
rights. It is also a case that represents a rejection of the new
global approach, which we believe all here are keen to
promote with a view to safeguarding human rights in the
world.",1993,negative,-0.310818,"{'sadness': 0.525339, 'joy': 0.052028, 'fear': 0.271269, 'disgust': 0.232392, 'anger': 0.155036}"
77,"In this part of the world, the Middle East, the
consequences of the Gulf war are still there to see in every
country of the region. Mauritania, which has always
affirmed and continues to affirm its commitment to
international legality and which expressed total rejection of
any violation of the independence of the sister country,
Kuwait and the safety of its citizens, rejects any violation of
the unity and territorial integrity of Iraq. We appeal to the
international community to alleviate the suffering of the
children and women of Iraq.",1993,negative,-0.675248,"{'sadness': 0.672972, 'joy': 0.070615, 'fear': 0.064921, 'disgust': 0.104214, 'anger': 0.295419}"
78,"The fruits of peace must become tangible and real for
the women, men and children of Gaza and the West Bank.",1993,positive,0.723937,"{'sadness': 0.224258, 'joy': 0.576099, 'fear': 0.032876, 'disgust': 0.112416, 'anger': 0.123765}"
79,"Given Iraq’s readiness to cooperate in the
implementation of Security Council resolutions, we believe
that the blockade against Iraq is no longer justified. Indeed,
the suffering of the Iraqi people has reached an intolerable
level, and we do not believe that the international
community is prepared to accept the death of innocent
women, children and old people because of lack of
medication. At the same time, my country reaffirms the
need to preserve the unity and territorial integrity of Iraq,
and we ask that there be no further destruction of Iraq’s
economic, scientific and social infrastructures.",1993,negative,-0.77038,"{'sadness': 0.528232, 'joy': 0.094655, 'fear': 0.095619, 'disgust': 0.287393, 'anger': 0.209624}"
80,"Though deeply concerned over the recent violence in
Palestine and in the occupied lands, which resulted in the
death or injury of hundreds of men, women and children,
my delegation is happy to observe that despite the
numerous difficulties that exist, the Middle East peace
process is continuing to move forward. We fervently hope
that the agreements reached so far will be implemented
fully and without further delay.",1996,positive,0.464817,"{'sadness': 0.723531, 'joy': 0.159198, 'fear': 0.038847, 'disgust': 0.042588, 'anger': 0.084081}"
81,"It also reaffirms its consistent position of rejecting
any measure likely to threaten the unity of Iraq and the
integrity of its territory. At the same time, it calls for the
lifting of the embargo imposed for seven years now on
the Iraqi people. The Iraqis have been very hard hit by
this embargo, whose impact has been first and foremost
felt by women, children and the elderly.",1998,negative,-0.660711,"{'sadness': 0.617317, 'joy': 0.018909, 'fear': 0.21185, 'disgust': 0.3523, 'anger': 0.116521}"
82,"The Sudan also wishes to stress the importance of
resolving the issue of the detainees and the missing
Kuwaitis as a humanitarian question, and it calls for
redoubling regional and international efforts to settle this
problem so that the women and children who have waited
so long can be reunited with their husbands and parents.",1998,negative,-0.90383,"{'sadness': 0.776193, 'joy': 0.027944, 'fear': 0.208298, 'disgust': 0.03049, 'anger': 0.161804}"
83,"In April 1996, continuing its policy of comprehensive
destruction and bombardment, Israel intentionally massacred
102 civilians in the village of Qana, using incendiary
bombs. Most of our fallen martyrs were women, children
and elderly men who sadly thought they could find a safe
haven in the premises of the United Nations forces in
southern Lebanon, but alas, Israel did not hesitate to violate
the sanctity of those premises.",1999,negative,-0.891539,"{'sadness': 0.5841, 'joy': 0.012023, 'fear': 0.099685, 'disgust': 0.403257, 'anger': 0.130977}"
