,text,year,sentiment,score,emotion
110,"The first type is characterized by internal tensions and armed violence. Lebanon is a tragic example of this. As compared to the First World War, when the ratio of civilian casualties was only 5 per cent, 95 per cent of the lives claimed in the Lebanese conflict have been those of non-combatants - innocent men, women and children. We mourn them all the more because the tragedy of Lebanon is exacerbated by the perpetuation of the conflict by proxy. The continuing war and the partition of Lebanon only serve interests beyond its borders.",1987,negative,-0.776493,"{'sadness': 0.738242, 'joy': 0.042956, 'fear': 0.045372, 'disgust': 0.261612, 'anger': 0.147125}"
111,"'Like Hitler's Panzer divisions which were dispatched for the so-called liberation of Czechoslovakia in 1938 and Poland in 1939, the Vietnamese divisions sent to Cambodia for its so-called liberation, in their blitzkrieg and later in their countless mopping-up operations, razed entire villages, looted and destroyed public and private property, crops, fields and rice fields, and massacred or starved to death hundreds of thousands of Cambodians. With a view to eliminating any kind of resistance to their so-called liberation, the Vietnamese forces did not hesitate to use toxic chemical and bacteriological weapons to suppress all those whom they could not reach with their conventional weapons. Excelling in the art of turning themselves into victims and shifting the responsibility for their crimes on to others, the leaders in Hanoi have baptized their occupation of Cambodia 'national defence' against an 'undeclared war'. Proceeding under that banner, they forcibly conscripted tens of thousands of Cambodians aged between 15 and 45 and sent them to the battlefields to fight and die for the defence of the Vietnamese occupation of Cambodia. Since 1984, under the pretence of 'labour in defence of the motherland' and 'jungle clearing', they have conscripted more than 1 million men and women, young and old alike, and sent them to carry out forced paramilitary labour in mine infested battlefields and malaria and endemic disease-ridden mountainous and forest areas. Several tens of thousands of those conscripts have been killed by mines or maimed for life, while many hundreds of thousands of others have been stricken by malaria. In the name of the 'Viet Nam-Kampuchea special friendship and solidarity', hundreds of thousands of Cambodian villagers have been expelled militarily and their houses, fields and rice fields have been expropriated and later distributed to Vietnamese settlers who already number more than 700,000, I systematically sent to settle in Cambodia, within the framework of a well-defined settlement policy.",1987,negative,-0.647108,"{'sadness': 0.637893, 'joy': 0.539636, 'fear': 0.141999, 'disgust': 0.182171, 'anger': 0.195537}"
112,"It cannot be denied that there is a moral and ethical dimension to the struggle against ignorance, disease and poverty, against such social ills as drug abuse, prostitution, slavery, child labour and torture/ and that there is such a dimension to programmes such as those which provide for the immunization of children, better housing and Medicare for the people, a greater role for women In development, food security for all and the protection of the environment. The same humanitarian spirit as recently mobilized and co-ordinated international assistance to Ethiopia, Sudan and Mexico, among others, should now be cultivated and fully extended to other areas of need in the world.",1987,negative,-0.299292,"{'sadness': 0.809706, 'joy': 0.055725, 'fear': 0.09767, 'disgust': 0.139989, 'anger': 0.058079}"
113,"Mauritanian women are playing an increasingly important role in various sectors of national life. Educating them is a particular concern of the public authorities. The programmes against illiteracy are particularly directed to women, and their full involvement has become a fact with the attainment by several women of senior posts in the Government.",1987,neutral,0.0,"{'sadness': 0.26322, 'joy': 0.212772, 'fear': 0.070304, 'disgust': 0.534128, 'anger': 0.108497}"
114,"But there have been new wars in various parts of the planet. Millions of us human beings in the developing countries have been and continue to be the victims of such wars. There have been dozens of interventions since 1945 against us, the peoples of Africa, Asia and Latin America. Millions of men, women and children have been the victims of these policies.",1987,negative,-0.759964,"{'sadness': 0.4474, 'joy': 0.111582, 'fear': 0.066732, 'disgust': 0.505846, 'anger': 0.088848}"
115,"Contrary to our hopes and expectations, the favourable trends evident early in the year appear to have come to a stop. The military operations inside Afghanistan have been intensified. There have been heavy casualties on both sides. The outcome, again, is a stalemate. Refugees from Afghanistan have continued to flow into Pakistan, this year at the rate of 4,000 to 5,000 every month. Pakistan has also been subjected to repeated aerial attacks and a systematic campaign of terrorist bomb explosions in the crowded bazaars of its cities. Hundreds of innocent men, women and children have been killed or maimed.",1987,negative,-0.774562,"{'sadness': 0.285156, 'joy': 0.188604, 'fear': 0.483417, 'disgust': 0.21444, 'anger': 0.114878}"
116,"Only recently, the South African-sponsored armed bandits added to their macabre record the cold-blooded massacre of hundreds of innocent women, children and old people at Homoine and elsewhere in Mozambique. The banditry of these, groups has caused much loss of life and property and unimaginable suffering and has Left permanent physical and psychological scars on the people of these countries. In Mozambique alone, an alarming number of children die as a result of this banditry. Hundreds of thousands of persons have had to flee from Mozambique and Angola, thus presenting a refugee problem of a magnitude that the region is finding difficult to cope with.",1987,negative,-0.902541,"{'sadness': 0.69895, 'joy': 0.012953, 'fear': 0.380774, 'disgust': 0.143518, 'anger': 0.069131}"
117,"Much to our regret, however, four and a half months after the entry into force of the Agreements the hope of the people of Afghanistan - indeed, the hope of the entire international community - for the restoration of peace in our country has not yet been fulfilled. War and bloodshed have not subsided. People are being killed, public and private property destroyed and acts of terror perpetrated by armed extremist edition. Kabul and many of other cities have come under a
constant barrage of rockets with a range of from 20 to 36 kilometers, 136 such
rockets were fired on the City Of Kabul in the course of a single day. These blind
rocket attacks have claimed 760 innocent victims, including women and children, while 346 houses and 45 public buildings have been destroyed. Only two days ago 25 rockets were fired on Kabul. One of them hit a bus station in front of the Ministry of Education, claiming the lives of 35 persons and injuring 163.",1988,negative,-0.590948,"{'sadness': 0.607037, 'joy': 0.114624, 'fear': 0.545202, 'disgust': 0.210623, 'anger': 0.230702}"
118,"Before I turn to the issues before us, let me reiterate on behalf of my country and my delegation our sincere condolences to the peoples of Jamaica and Bangladesh, who have recently fallen victim to natural disasters due to cyclones and monsoons. Precious human and animal lives have been lost, and untold damage to property has been registered. We hope the international community will be generous in its response to those two Member States' appeal for assistance. ,
This year, 1988, has been a watershed year for the United Nations despite the intractable financial and other problems the Organization has continued to face. With patience, perseverance and a complete understanding of the workings of world politics and diplomacy, our Secretary-General has demonstrated to us all that the United Nations is alive and well and capable of responding decisively to the crises of our troubled world, given the active support of its Members. Never before have we witnessed such prevalent and pervasive rumblings of peace occurring, as they have, in such a torrent, thanks to our Secretary-General's unyielding tenacity of purpose. We salute him and his team of men and women here at Headquarters and abroad, who have given the best of themselves and even risked their very lives in the service of world peace.",1988,positive,0.451598,"{'sadness': 0.621346, 'joy': 0.632521, 'fear': 0.041914, 'disgust': 0.141725, 'anger': 0.088625}"
119,"In the context of this policy, vaccination, thanks to the expanded vaccination programme, carried out in our country with the assistance of UNICEF, had covered more than 50 per cent in 1987. Paediatricians noted five times fewer cases of measles than in previous years. Our country is pleased to see that UNICEF’s activities have found their place within the broader context of the Programme of Action for African Economic Recovery and Development 1986-1990. This satisfaction extends also to the recommendation made by the Governing Council of UNICEF that the needs and priorities of women are taken into account in all projects that receive its assistance.",1988,positive,0.946061,"{'sadness': 0.008156, 'joy': 0.636709, 'fear': 0.004014, 'disgust': 0.128265, 'anger': 0.044725}"
120,"The use of those evil, dreadful weapons, which sporadically began from 13 January 1931 against our military forces, gradually grew to such extensive and indiscriminate dimensions, mostly owing to the silence of international organizations, that they were not only used against Iranian civilians, but also claimed the lives of thousands of Kurdish women and children in Iraq. The United Nations has on five different occasions dispatched to the area expert missions, which have documented the extensive use of chemical weapons by Iraq.",1988,neutral,0.0,"{'sadness': 0.450652, 'joy': 0.064717, 'fear': 0.224654, 'disgust': 0.242202, 'anger': 0.29589}"
121,"As I pointed out earlier, terrorism does not affect only the economy, education and health. It also affects the Mozambican man and woman, the Mozambican child, the Mozambican youth and the Mozambican family, as the following figures illustrate: 1.1 million people have been displaced from their usual places of work and residences, and 800,000 of them are in neighbouring countries; 3.3 million citizens are seriously affected; 5.9 million citizens are in a difficult situation, affected by severe shortages, in both rural and urban areas; and 200,000 children are in a difficult situation - fundamentally they are orphans, abandoned children and children who had been utilized by the terrorists to carry out their criminal acts. In addition, there are a large number of mutilated citizens and citizens with physical disabilities.",1988,negative,-0.712007,"{'sadness': 0.586377, 'joy': 0.02372, 'fear': 0.260007, 'disgust': 0.386719, 'anger': 0.069246}"
122,"They ate not poor because they come from an indolent race. Out countrymen now covet the earth - two million of us in the Americas, half a million in the Middle East, a quarter of a million in Europe, half a million in Asia and the Pacific - seekers all of toil and of life, teachers of nations, physicians of men, builders of industry, designers of modules that challenge the stars and settle on the moon, men and women of skill and diligence, like those of Europe who settled America and here built a new world.",1988,negative,-0.418133,"{'sadness': 0.199966, 'joy': 0.519725, 'fear': 0.058256, 'disgust': 0.259601, 'anger': 0.060339}"
123,"'The deterioration in the situations of many of the developing countries has increased as a result of a number of natural disasters which have taken the lives of thousands of persons and left millions of the homeless in many regions of the world - and the majority of them were women, children and the elderly. We expressed our deep sorrow at the devastation suffered by Sudan and Bangladesh as a result of the destructive floods. We declared our full solidarity with the two fraternal peoples, and we have put at their disposal all that we can offer in emergency humanitarian assistance. The citizens of ł the Kingdom of Saudi Arabia immediately made - and have continued to make generous contributions to the relief committees in the different parts of the Kingdom, which have enabled them to carry out their humanitarian duties towards the two fraternal peoples.",1988,negative,-0.560007,"{'sadness': 0.567677, 'joy': 0.137937, 'fear': 0.118391, 'disgust': 0.099381, 'anger': 0.292416}"
124,"The recent relaxation in tension on the international scene has not altered the essence of the problems we face in our region of Africa. The Non-Aligned Movement has always maintained that apartheid is the root cause of conflict and that peace and security cannot be obtained in southern Africa until that system is eradicated. The destabilization of the economies of the front-line States continues unabated. Millions of displaced persons, innocent men, women and children, tragic refugees of the evil system of apartheid, are constantly on the run in search of food and security. Only a month ago I had the privilege of attending in Oslo, Norway, the International Conference on the Plight of Refugees, Returnees and Displaced Persons in Southern Africa. That was the first conference of its kind devoted entirely to the problem of refugees in southern Africa. The Conference established that the number of persons uprooted from their homes by the apartheid regime's acts of destabilization had reached the tragic figure of 5.4 million. Thousands of old men and women, the sick and little children, the weakest in our societies, who cannot make it to safety, perish as victims of the harsh elements or the bayonets of Pretoria's financed bandits.",1988,negative,-0.67928,"{'sadness': 0.667729, 'joy': 0.175552, 'fear': 0.125146, 'disgust': 0.155518, 'anger': 0.477088}"
125,"The Secretary-General has underscored the 'social mission' of the United Nations. All our efforts to achieve economic growth would be meaningless if social aspects of development were ignored. High rate of population growth, low literacy, lack of primary health care and safe drinking water, malnutrition, high infant mortality rate - all seriously affect the process of development and even have wider implications for the stability of international relations. Integrally linked with these issues is the need for improvements for vulnerable components of our societies - women, children, the aged and handicapped. In recent years, the United Nations has been the catalyst for international action in this area, and it should promote a global social strategy. In this context, we look forward to the adoption of the long-awaited United Nations convention on the rights of the child by this session of the Assembly. The proposed world summit on children is another commendable initiative that should receive the whole-hearted support of us all.",1989,positive,0.392962,"{'sadness': 0.456207, 'joy': 0.26013, 'fear': 0.054649, 'disgust': 0.10541, 'anger': 0.125726}"
126,"Barbados' concern with the dangers of illegal drugs has been all the more heightened because our principal resource is our people. Barbados lacks large deposits of minerals, vast rivers and forests. It has been through the ingenuity of our people that some measure of progress may be seen in our development efforts. Our women in particular have played a significant and leading role in these development efforts. Thus, any factor which reduces the capacity of our people to fulfil the tasks of development is an attack on the very foundations of our existence as a nation. My country is in the process of adopting comprehensive measures aimed at effectively combating and halting the illegal traffic in drugs in Barbados. However, the efforts of individual countries need to be buttressed, and we commend regional and multilateral efforts.",1989,positive,0.393895,"{'sadness': 0.185528, 'joy': 0.491571, 'fear': 0.177614, 'disgust': 0.113968, 'anger': 0.192865}"
127,"Acid rain damages relations among the industrialized countries, but the lack of drinking water for millions of men, women and children is perhaps an even greater challenge. We are justifiably concerned about the possible consequences of the gradual global warming of the Earth. We know that one answer is massive reforestation of the tropical countries. The destruction of the ozone layer creates new risks for new forms of life on the planet. The technologies needed to face these challenges are based on patents so expensive they are un-affordable in our countries. We know that the extinction of different biological species must be stopped, and therefore certain practices that exist in our countries must be changed. We must also penalize the improper use of certain products by the developed countries. It is necessary to stop the loss of the forests, but soil erosion must not be neglected either.",1989,negative,-0.582676,"{'sadness': 0.624827, 'joy': 0.493883, 'fear': 0.197155, 'disgust': 0.105022, 'anger': 0.124878}"
128,"We in Saint Kitts and Nevis had proudly enjoyed a 5.8 per cent annual rate of growth in our economy over the past five years. We had developed our infrastructure to ensure a better way of life for every man, woman and child in our country, while adhering to the tenets of the Universal Declaration of Human Rights.",1989,positive,0.959201,"{'sadness': 0.107494, 'joy': 0.74981, 'fear': 0.038436, 'disgust': 0.033552, 'anger': 0.022713}"
129,"Earlier in my statement I paid fitting tribute to the men and women from different lands who are serving as guardians of the peace under the (United Nations banner. Members of the Myanmar security forces engaged in a relentless war against drug traffickers may not be wearing blue helmets, but the cause for which hundreds of them have sacrificed life and limb is no less internationalist and no less worthy.",1989,negative,-0.493448,"{'sadness': 0.748017, 'joy': 0.126022, 'fear': 0.027478, 'disgust': 0.117095, 'anger': 0.075151}"
130,"The gap between developed countries and developing countries is widening day by day. Whereas in the North there is talk of growth and expansion, in the South the talk is still about food self-sufficiency and structural adjustment. Men, women and children of Africa, of Asia, and of Latin America and the Caribbean, are living through the tragedy of hunger, poverty, illiteracy, natural disasters such as drought, desertification, plaques of locusts, cyclones, and so on. Societies that are just surviving, societies that are overwhelmed: that is the harsh reality of developing countries, of which, sadly, Africa has the greatest number.",1989,negative,-0.642122,"{'sadness': 0.776624, 'joy': 0.083054, 'fear': 0.173211, 'disgust': 0.106429, 'anger': 0.032568}"
131,"While there has been a decline in tension in international politics, while a number of regional conflicts are being pacified aid there is growing hope of peace, the international economic situation is becoming more and more disquieting. Those who are victims of it are essentially the men, women and children living in the regions of Africa, Asia, Latin America and the Caribbean, which are faced with socio-economic realities which in many respects are worse than those which prevailed 25 years ago. Subsistence societies populations with no hope, exposed to famine, poverty aid natural disasters, desertification and locust infestations; economies devastated by interminable crisis; the marginal treatment that is all that is given to the economies of developing coin tries; and the exclusion of those economies from decision-making processes regarding the international economic situation - that is the harsh reality faced by the developing coin tries.",1989,negative,-0.80202,"{'sadness': 0.633734, 'joy': 0.121165, 'fear': 0.278731, 'disgust': 0.12241, 'anger': 0.103497}"
132,"Among the most painful realities at the end of this twentieth century, famine is undoubtedly the most repugnant, both because of its persistent nature and because of its manifestations. Indeed, it is really unacceptable that, while in the northern hemisphere, overproduction and over-consumption lead to enormous waste - a barely tolerable level of waste - elsewhere, every passing minutes takes a death toll of thousands of people who are dying from hunger, including a large number of children in the third world in general and in Africa more specifically. The spectre of children, women end old people dying of hunger must be removed forever. That is possible - and indeed, it is less difficult than one might imagine, because there are means available to us.",1989,negative,-0.765155,"{'sadness': 0.778803, 'joy': 0.011154, 'fear': 0.202164, 'disgust': 0.115644, 'anger': 0.193571}"
133,"The armed extremists - people trained and armed in Pakistan - continue to massacre inhabitants of cities, with total disregard for human and moral norms. From 19 January to 22 September 1990 alone, 1,662 rockets were fired on different parts of Kabul city. As a result, 74 women, 115 children, 225 elderly people, 36 teachers and students, 76 public-service personnel, 1 physician, 112 peddlers, 39 Government employees, and others - totalling 728 persons - were killed. The persons injured in these incidents include 21 women, 112 children, 90 elderly people, 11 students, 36 public-service personnel, 5 physicians, 640 peddlers, and others - totalling 954.",1990,negative,-0.799071,"{'sadness': 0.271534, 'joy': 0.021, 'fear': 0.021071, 'disgust': 0.666203, 'anger': 0.326187}"
134,"City bus stops are not safe from opposition fire either.  On 10 October 1988 when a rocket landed on the Timor Shahi bus stop in Kabul City, 25 women, children and young persons were killed and another 78 injured. Another shocking incident was the shooting of rockets by the opposition on the Khair Khana bus stop which caused the death of 30 persons and injuries to 81 others.",1990,negative,-0.784793,"{'sadness': 0.541019, 'joy': 0.007933, 'fear': 0.107638, 'disgust': 0.434196, 'anger': 0.273759}"
135,"If detente proves to be effective and lasting, we can envisage a United Nations which, instead of having to focus the bulk of its efforts on avoiding the armed confrontations that result from a divided world, can devote itself to solving problems common to us all, such as the struggle against drug addiction; problems of the family, women, young people, the elderly and the handicapped; environmental degradation; food shortages; terrorism; the development of health and sanitation, and a whole range of other problems dealt with by the Organization. The solutions we find will help bring about better conditions for mankind.",1990,positive,0.629647,"{'sadness': 0.513704, 'joy': 0.174441, 'fear': 0.144816, 'disgust': 0.250974, 'anger': 0.160364}"
136,"Thirdly, the participation of women in all the activities required by national construction. Women, who account for more than 50 per cent of the population, are given every attention in the formulation of our education, health and employment plans.",1990,positive,0.75096,"{'sadness': 0.192211, 'joy': 0.052163, 'fear': 0.085882, 'disgust': 0.092928, 'anger': 0.070876}"
137,"Unemployment became the most serious problem we faced. The decrease, or absence, of income caused the basic needs of the population to remain generally unmet. Forty-five per cent of our people are considered poor; the vast majority of children live in poor homes. Poverty and unemployment most harshly affect young women from 15 to 24 years of age.",1990,negative,-0.856252,"{'sadness': 0.632386, 'joy': 0.013271, 'fear': 0.192056, 'disgust': 0.124473, 'anger': 0.249882}"
138,"I must note with regret that social problems affect primarily children, youth, women, the indigenous population and senior citizens.",1990,negative,-0.851543,"{'sadness': 0.672402, 'joy': 0.009244, 'fear': 0.177058, 'disgust': 0.082632, 'anger': 0.079398}"
139,"Iraq's actions are having and will have the gravest consequences for the Iraqi people itself and for millions of men, women and children in many countries of the world, for their hopes and their future, a large-scale war may break out in the Persian Gulf region any day, at any hour.",1990,negative,-0.787648,"{'sadness': 0.496861, 'joy': 0.105728, 'fear': 0.282718, 'disgust': 0.215291, 'anger': 0.143337}"
140,"As we see it therefore, the advancement of the child is everything. It is related to basic medical care, the protection of mothers, the emancipation of women and economic security. It is related to family planning, access to essential services such as water, health, education, decent housing and self-sufficiency in food. It is also related to the defence of all recognised rights of the child as defined by the United Nations Convention on the nights of the Child. In that contest, Rwanda felt in duty bound to ratify that Convention immediately.",1990,positive,0.632829,"{'sadness': 0.146217, 'joy': 0.444621, 'fear': 0.046794, 'disgust': 0.185246, 'anger': 0.239509}"
141,"Although it is urgently necessary to secure the benefits brought by the end of the cold war and to take additional measures to reduce to a minimum the risk of conflicts between nations there is an equally pressing need to find safe and reliable ways to implement the other tenets supporting the multilateral system, such as the right to both economic and social development. A year ago at this same forum for international dialogue, I proposed that we dedicate this last decade of the century to the children, with the aim of substantially reducing infant mortality, making primary schooling available world-wide and eradicating severe malnutrition. I also invited us all to sign the Convention on the Rights of the Child as part of the new international ethics. The signing of the Convention by a majority of the States Members of the United Nations the Children's Summit held last weekend and the disappearance of East-West tensions all combine to create a climate conducive to a global commitment to go beyond statements of good intentions and deal with the task of combating child mortality, protecting nursing infants and pregnant women, effectively improving their health and securing for children a proper education and qualification for work.",1990,positive,0.487646,"{'sadness': 0.33094, 'joy': 0.459658, 'fear': 0.070059, 'disgust': 0.064775, 'anger': 0.022994}"
142,"In pursuit of this strategy, we have identified a number of areas for priority action. These include agriculture and small enterprises which generate the largest number of jobs and promote distributive justice; productive use of labour - our most abundant resource; targeting imaginative programmes to reach the poorest, and extend to them the basic social services, and building a physical infrastructure, especially communications. Most important of all is the need to invest in people - particularly to strengthen the rights and role of women.",1991,positive,0.896585,"{'sadness': 0.086478, 'joy': 0.175074, 'fear': 0.218766, 'disgust': 0.305214, 'anger': 0.054229}"
143,"Let us intensify our efforts and devote our energies to eradicate hunger and the social evils that threaten the family unit and the survival of future generations. Let us resolve to improve the quality of life and totally eliminate all forms of discrimination against women, the mothers of our children.",1991,negative,-0.854501,"{'sadness': 0.095617, 'joy': 0.435523, 'fear': 0.237481, 'disgust': 0.066802, 'anger': 0.286998}"
144,"As you all know, China is a developing country with a population of 1.15 billion. In spite of a successful family planning policy, our population still grows by 17 million every year. By feeding 22 per cent of the world's population with only 7 per cent of the world's arable land, China has made its utmost contribution to the protection of mankind's right to subsistence. The Chinese Government has also worked actively to safeguard and guarantee the lawful rights and interests of old and young, women and children and the disabled through legislation and other effective measures, and it has had marked success. Any unprejudiced person can readily see that China today enjoys political stability and economic growth and that its people are living in peace and contentment. China's stability and development are without doubt important factors contributing to peace and stability in Asia and in the world at large. Conversely, should China be plunged into turmoil, stability in Asia and the world would be seriously impaired. China needs stability, and the world needs a stable China.",1991,positive,0.643735,"{'sadness': 0.173561, 'joy': 0.641934, 'fear': 0.072846, 'disgust': 0.085824, 'anger': 0.078186}"
145,"That programme provides, inter-alia, for the following: first, the conclusion of an agreement establishing the conditions under which Haitian labourers can be recruited for work in the Dominican sugar industry; secondly, application or this first agreement as a model, with suitable changes, to other areas which, like the coffee industry, hire large numbers of Haitian workers each year for the harvest; thirdly, screening by the Dominican immigration services of the many Haitians, both men and women, who have been living for years in the Dominican Republic and who, in consequence, are entitled to residence permits as temporary workers; and, fourthly, the holding of periodic meetings among prominent intellectuals from both Haiti and the Dominican Republic with a view to creating a climate of understanding between the two countries, since everyone is aware of the damage that has been caused between them by social, economic and historical factors, damage that tends to be aggravated by the abundance of Haitian manpower in the country, which gives rise to unfair competition that depresses the wages of Dominicans and creates a dangerous situation in which the needs of a large part of the Dominican working class go unmet.",1991,positive,0.710693,"{'sadness': 0.639553, 'joy': 0.242836, 'fear': 0.021103, 'disgust': 0.032013, 'anger': 0.115931}"
146,"Haiti and the Dominican Republic are the two wings of a single bird, two nations which share the beautiful island of Hispaniola. Echoing the cries of all the victims whose rights are denied them, and in keeping with our commitment to respect human rights, despite the social problems and financial difficulties caused by this forced repatriation, we intend to show respect for both wings of the bird. This is attested to by the welcome that Haiti gives all those men and women who cross our border, be they Haitians or Dominicans. In solidarity with disadvantaged minorities, we call for reparation, as much for Dominican citizens by birth but of Haitian origin as for Haitian citizens who have fallen victim to this repatriation.",1991,negative,-0.35332,"{'sadness': 0.748092, 'joy': 0.161127, 'fear': 0.029538, 'disgust': 0.13038, 'anger': 0.052688}"
147,"As far as drug trafficking itself is concerned, it is important to recall that it is generated and fuelled by the demand that comes from the North. Thus, at all cost, stimuli to production from the consumers of the industrialised countries must be eliminated. Concerted action between the States of the North and those of the South, with the assistance of the United Nations, would make it possible more effectively to combat this evil of drugs in its devastating effects on men and women.",1991,negative,-0.477215,"{'sadness': 0.266599, 'joy': 0.065011, 'fear': 0.235744, 'disgust': 0.243154, 'anger': 0.227793}"
148,"In that context, if we were to call the United States President names as he allowed himself to do to my President, we would wonder what to call one who killed women, children and the elderly with his planes and missiles, and who bombarded the Amiria shelter, killing even more women and children. What could we call one who gave the orders to bury Iraqi soldiers alive, whose forces targeted baby food factories, or who insists on depriving a population of IB million of food, medicine, and all other means of livelihood? We leave the answer to the international community and the United Nations.",1991,negative,-0.925829,"{'sadness': 0.261219, 'joy': 0.012725, 'fear': 0.138051, 'disgust': 0.503094, 'anger': 0.442834}"
149,"The destruction of the Amiriya civilian shelter targeted by the criminal allied war planes, in which 319 civilians, mainly children, women and elderly people, lost their lives in the fire or through suffocation, stands out as an example of the barbarity perpetrated against Iraq. Here these targets on the Kuwait front? Did the Security Council adopt resolution 678 (1990) to achieve these objectives and to put Iraq on the brink of a comprehensive calamity, the victim of which is the civilian population, especially children, women and the elderly? The allied air raids, led by the United States, dropped in an uninterrupted manner over a period of 43 days, about 100,000 tons of explosives on cities and villages everywhere in Iraq, from north to south and from east to west. Here all these cities and villages front-line military
targets on the Kuwaiti front7 Did the liberation of Kuwait require the destruction of Iraq?",1991,negative,-0.833241,"{'sadness': 0.264441, 'joy': 0.003112, 'fear': 0.171219, 'disgust': 0.535522, 'anger': 0.341165}"
150,"The Assembly is now faced with the tragic human situation that has befallen the people of Iraq, which has been making a considerable contribution to progress, justice and humanity for more than 6,000 years. That people is 
facing the spectre of the worst kind of starvation and disease as a result of the unjust economic blockade, whose first victims are children, woman, the elderly and other Innocent civilians.",1991,negative,-0.817224,"{'sadness': 0.588578, 'joy': 0.027675, 'fear': 0.046247, 'disgust': 0.539178, 'anger': 0.094469}"
151,"Serious human trauma and tragedy still face the Horn of Africa - an area that, for decades, has witnessed numerous political and social upheavals, resulting in massive suffering of the worst kind ever witnessed in the region. The larger part of the region is on the brink of unprecedented famine. My delegation wishes to bring this matter to the attention of the world community as a matter of urgency. I refer in particular to the plight of the many thousands of women and children who are dying from the lack of basic life-supporting necessities.",1991,negative,-0.837181,"{'sadness': 0.827736, 'joy': 0.015869, 'fear': 0.143663, 'disgust': 0.197858, 'anger': 0.070081}"
152,I wish to take this opportunity to draw attention to a matter that concerns me deeply. For many years I have been deeply disturbed by the almost total saturation of Cambodian soil with land mines. These mines have already crippled a great number of our people - men and women - and they pose a constant danger to life. Today I appeal for a world-wide ban on the use of mines - beginning in Cambodia.,1991,negative,-0.74908,"{'sadness': 0.390892, 'joy': 0.277371, 'fear': 0.137119, 'disgust': 0.184957, 'anger': 0.201654}"
153,"When the history of our conflict is written, the most gratifying aspect will be the revelation that one of the most fratricidal conflicts in Africa will have been resolved almost entirely by the Governments and peoples of our subregion. In this respect, the men and women of ECOMOG whose blood has been shed for their brothers and sisters in Liberia will leave a lasting mark in the annals of our history. Fully recognizing the enormous sacrifices and indispensable contributions of the men and women of ECOMOG, Liberians everywhere will continue to say, 'Thank God for ECOMOG!1'
We cannot conclude these remarks without lauding the Governments and peoples of a number of countries who, through various charitable organizations, demonstrated genuine concern for humanity by giving needed assistance to hapless civilians during the Liberian civil conflict. These organizations - Action internationale contre la faim and Medecins sans frontieres of France; Catholic Relief Services, Christian Reformed World Relief Committee, Church World Service, Community of Caring, Plan International, World Vision, Adventist Development Relief Association and Baptist Relief of the United States of America; OXFAM, Save the Children Fund and Caritas of the United Kingdom; Concern and GOAL of Ireland; German Emergency Doctors; the International Committee of the Red Cross and Lutheran World Services of Switzerland; Medecins sans frontieres of Belgium; Medecins sans frontieres of Holland; the Swedish Relief Corporation of Sweden and the Christian Reformed World Relief Committee of Canada - will forever be remembered by the Liberian people.",1991,positive,0.346592,"{'sadness': 0.036216, 'joy': 0.541899, 'fear': 0.001258, 'disgust': 0.403521, 'anger': 0.114419}"
154,"The economic crisis in our countries has led to social distortions affecting in particular the weakest or poorest segments of our populations: women, children and legions of jobless who are deprived of everything, even of a future. Problems such as the advancement of women, the survival and protection of children and illicit drug trafficking should receive our full attention.",1991,negative,-0.800777,"{'sadness': 0.594429, 'joy': 0.005677, 'fear': 0.29441, 'disgust': 0.196707, 'anger': 0.108727}"
155,"All countries of the region, including Iraq, must take part in this process. To begin with, the people of Iraq should be enabled to get over its plight. This requires the return of prisoners and hostages to their families. For humanitarian reasons now accepted by most countries, it is necessary also that the international community lifts the economic blockade imposed upon the Iraqi people. It is essential that the Iraqi people should be enabled to reconstruct their country, repair the damage caused by the war, and to live normally. All Iraqi citizens - especially the elderly, women and children - should be assured of a decent life, including the provision of food, medicines and shelter, like every other people in the region and indeed in the world as a whole.",1991,positive,0.533854,"{'sadness': 0.487136, 'joy': 0.233819, 'fear': 0.132231, 'disgust': 0.16418, 'anger': 0.158933}"
156,"Africa aspires to development of the whole person, and to that end, we 
must be sure to involve women and children. They are, after all, the majority 
of the people of our countries on the path of progress, which can be achieved 
primarily through the education and training of young people and adults.",1992,positive,0.700125,"{'sadness': 0.080246, 'joy': 0.513952, 'fear': 0.00933, 'disgust': 0.350736, 'anger': 0.103132}"
157,"In Somalia, a human tragedy of unspeakable dimensions is unfolding before 
our very eyes. According to a report of the Secretary-General contained in 
document S/24480 of 24 August 1992, famine threatens the lives of 4.5 million 
people. On a daily basis, many are dying a slow and painful death. It is 
regrettable that the response of the international community was painfully 
slow at the beginning of the tragedy. However, there were, and there continue 
to be, men and women whose devotion to humanitarian service and reverence for 
human life are unparalleled in their quality and dimension. The International 
Red Cross was there when no one else was. Its dedication to alleviating human 
suffering is truly extraordinary. The great son of a Lutheran pastor and 1952 
Nobel Peace Prize laureate. Dr. Albert Schweitzer, once said 
'There is no higher religion than human service. To work for the common 
good is the greatest creed.'",1992,positive,0.355195,"{'sadness': 0.603402, 'joy': 0.680245, 'fear': 0.118127, 'disgust': 0.128948, 'anger': 0.073682}"
158,"Nobody can say with certainty how many people have already died, but at 
least 1.5 million people, one-third of the population, are threatened with 
starvation, children, women and old people being especially vulnerable. I can 
only echo the desperation of a Red Cross official in Baidoa who said, 'We are 
in the middle of the tunnel, and we can't see the light yet.'",1992,negative,-0.771645,"{'sadness': 0.668377, 'joy': 0.038154, 'fear': 0.170882, 'disgust': 0.204339, 'anger': 0.196856}"
