,text,year,sentiment,score,emotion
70,"In the forested rural areas of my country, the only
real options for economic growth often require the
destruction of natural forests — either when clearing
for agricultural commodities such as coffee, or through
the sale of hardwood timber. Furthermore, the
International Panel on Climate Change found that,
during the 1990s, an estimated 20 to 25 per cent of
annual global carbon emissions were generated through
land-use change, primarily from the degradation of
forest resources. That is the second largest source of
global carbon emissions — second only to the
combustion of fossil fuels. That has to change if we are
to take responsibility to help with issues related to
climate change.",2005,negative,-0.43666,"{'sadness': 0.160605, 'joy': 0.13661, 'fear': 0.316231, 'disgust': 0.002443, 'anger': 0.027991}"
71,"In terms of agriculture and food security, Malawi
has not fared well this year. My country is facing
severe food shortages owing to the drought that we
have had since January this year. As a result of a very
poor harvest, we shall require approximately 270,000
metric tons to feed some 4.2 million people who will
be in need of food until the next harvest season,
sometime in April or May next year. I therefore appeal
to the world community to help us to obtain more food
sources for our people.",2005,negative,-0.535324,"{'sadness': 0.534767, 'joy': 0.341511, 'fear': 0.074476, 'disgust': 0.105115, 'anger': 0.015074}"
72,"The same report states, on page 3,
'In 2003, 18 countries with a combined
population of 460 million people registered lower
scores on the human development index (HDI)
than in 1990 - an unprecedented reversal. In the
midst of an increasingly prosperous global
economy, 10.7 million children every year do not
live to see their fifth birthday, and more than 1
billion people survive in abject poverty on less
than a $1 a day.'",2005,negative,-0.745706,"{'sadness': 0.567139, 'joy': 0.30041, 'fear': 0.175259, 'disgust': 0.018127, 'anger': 0.023329}"
73,"In much of Africa, one of the major causes and
consequences of poverty is disease, mainly malaria and
HIV/AIDS. These diseases continue to compromise the
health situation in African countries, halting and even
reversing health gains achieved in earlier years. The
poor are caught in a complex poverty trap in which low
income leads to low consumption, which in turn results
in low capacity and low productivity.",2005,negative,-0.641455,"{'sadness': 0.637661, 'joy': 0.063916, 'fear': 0.435601, 'disgust': 0.059573, 'anger': 0.038663}"
74,"This year, 500,000 families will be involved in
Colombia’s programme — poor families that receive a
State subsidy to feed and educate their children. In the
near future, that number will rise to 1 million, in
addition to the increase budgetary efforts undertaken
under the aegis of the educational revolution. In 2006,
10 million children will benefit from our nutrition
programmes, and 570,000 elderly citizens will receive
stipends to cover their most pressing needs.",2005,negative,-0.366847,"{'sadness': 0.214655, 'joy': 0.180057, 'fear': 0.032295, 'disgust': 0.655259, 'anger': 0.02773}"
75,"My country, Grenada, knows quite well the
challenges faced by developing countries. In less than
one year Grenada experienced two hurricanes, causing
infrastructural damage amounting to 250 per cent of
our gross domestic product (GDP), crippling the
tourism sector, increasing unemployment to 31 per cent
and having an immeasurable psychological and social
impact on our population.",2005,negative,-0.739623,"{'sadness': 0.210467, 'joy': 0.062973, 'fear': 0.263142, 'disgust': 0.178693, 'anger': 0.140948}"
76,"While there is nothing we can do to prevent
earthquakes and tsunamis, scientists have warned us
for years that our continued dependence on and
increasing consumption of fossil fuels is generating
greenhouse gas emissions that are causing disruptive
climate changes. Unless we diversify our sources of
energy, we can expect to see more devastating
hurricanes and floods in some parts of the world, along
with drought and desertification in others.",2005,negative,-0.916029,"{'sadness': 0.205219, 'joy': 0.170866, 'fear': 0.496339, 'disgust': 0.010728, 'anger': 0.341817}"
77,"In the area of health care, we in Antigua and
Barbuda have a national medical benefits programme
that provides low-cost access to health-care services
and prescription drugs. Our child mortality rate is
among the lowest in developing countries, and our
nutrition level for children aged 5 years and under is
among the highest.",2005,positive,0.788469,"{'sadness': 0.460832, 'joy': 0.254229, 'fear': 0.03829, 'disgust': 0.190567, 'anger': 0.049447}"
78,"The “forest-keeper families” programme,
involving some 33,000 families committed to
maintaining their areas free from drugs and to
supervising the recovery of the tropical forest, as well
as a programme to provide care to the displaced and
reintegrated, will cost Colombia some $300 million
dollars next year.",2005,positive,0.728167,"{'sadness': 0.162506, 'joy': 0.45489, 'fear': 0.132982, 'disgust': 0.180066, 'anger': 0.045156}"
79,"We have made provision in our budget to buy food for
our people. We have also established a Feed-the-Nation
Fund, through which people in Malawi from all walks
of life are making voluntary donations to purchase
food for the poorest of the poor. The response has been
overwhelming.",2005,positive,0.49945,"{'sadness': 0.368497, 'joy': 0.058614, 'fear': 0.051518, 'disgust': 0.596121, 'anger': 0.215876}"
80,"Thirdly, as if what I have already said were not 
enough, we have also fallen victim to natural disasters 
with an unusual frequency, which highlights the 
extreme vulnerability of Guatemala to the effects of 
climate change, given its location in a tropical area. We 
had not even begun to recover from the effects of 
tropical storm Stan of late 2005 when we were hit by a 
serious drought in 2009 and, over the past few months, 
 
 
41 10-55276 
 
the eruption of the Pacaya Volcano, which caused 
extensive damage to agriculture, followed by tropical 
storm Agatha in June, which affected some 330,000 
persons, killed approximately 100 and caused material 
damage totalling an estimated $1 billion. These 
estimates in human suffering and material losses have 
continued to grow with the unprecedented levels of 
rainfall during the past month, which has contributed 
even more human victims and material damage.",2010,negative,-0.921964,"{'sadness': 0.856234, 'joy': 0.015816, 'fear': 0.181361, 'disgust': 0.074469, 'anger': 0.097675}"
81,"The year 2010 has not been without its share of 
catastrophes. The year began with a devastating 
earthquake in Haiti — one of the worst disasters in 
history. The death toll has been put at some 220,000 
out of a population of around 9 million. The earthquake 
has been estimated to cost $8 to $14 billion, according 
to the Inter-American Development Bank. Against this 
backdrop, many countries pledged assistance — up to 
$1.5 billion. Sadly, only 10 per cent of the amount 
pledged has been received by Haiti. In the midst of 
these unfulfilled commitments, the humanitarian needs 
of our sister island remain dire.",2010,negative,-0.906256,"{'sadness': 0.505585, 'joy': 0.10469, 'fear': 0.128688, 'disgust': 0.140344, 'anger': 0.087775}"
82,"Few developing countries possess sufficient 
financial and human resources to address adequately 
the ongoing and anticipated impacts of global climate 
change. According to World Bank estimates, the total 
annual impact of potential climate change on all 
CARICOM countries could be, in 2007 dollar prices, 
$9.9 billion of our total gross national product (GDP), 
or about 11.3 per cent of total GDP. That means that we 
have no choice but to divert critical funding from our 
poverty alleviation programmes to trying to protect our 
countries from that formidable threat.",2010,negative,-0.548346,"{'sadness': 0.187968, 'joy': 0.13023, 'fear': 0.420591, 'disgust': 0.169864, 'anger': 0.030779}"
83,"The results in reducing child mortality have been 
equally encouraging. In 2009, we recorded 38 deaths 
per 1,000 live births. That is a significant reduction 
compared with past years. For example, there were 61 
per 1,000 live births in 2002. The mortality rate for 
children under five fell from 138 to 101 deaths per 
1,000 live births in 2002, further dropping to 63 in 
2009. The number of children immunized against 
measles has increased substantially, with 84 per cent 
vaccinated in 2009 as compared to 70 per cent in 2000.",2010,negative,-0.254792,"{'sadness': 0.510999, 'joy': 0.149661, 'fear': 0.097719, 'disgust': 0.083067, 'anger': 0.102806}"
84,"Agriculture in my country is essentially a 
subsistence affair that performs poorly despite the 
country’s enormous potential. That includes 15 million 
arable hectares, of which only 600,000 are cultivated 
annually, as well as 16 million hectares of range land 
for a herd of 2 million animals. We also have at our 
disposal a vast network of rivers and streams, as well 
as abundant rainfall amounting to 1,200 to 1,800 
millimetres per year. Agriculture employs more than 75 
per cent of working people in our country, contributing 
about 53 per cent of our gross domestic product.",2010,neutral,0.0,"{'sadness': 0.465326, 'joy': 0.197873, 'fear': 0.151934, 'disgust': 0.241856, 'anger': 0.082388}"
85,"Under current trends, science tells us that the 
  
 
10-55128 34 
 
temperature will further increase by 4 to 7°C by the 
end of this century, threatening the survival of many 
States, including Solomon Islands. It is critical that we 
have a clear plan for stabilizing greenhouse gas 
emissions. Solomon Islands supports the call of the 
small island developing States to restrict the 
temperature rise to below 1.5°C and to bring down 
greenhouse gas concentration to well below 350 parts 
per million.",2010,positive,0.626059,"{'sadness': 0.10893, 'joy': 0.193756, 'fear': 0.392547, 'disgust': 0.045321, 'anger': 0.038824}"
86,"It is known that climate change affects freshwater 
resources and increases the probability of floods, 
mudflows, landslides, droughts and other water-related 
natural disasters. Furthermore, climate change 
aggravates an acute scarcity of freshwater in certain 
regions of our planet. For example, in Tajikistan, which 
is the source of about 60 per cent of the water 
resources for the entire region, during the last 30 years 
over a thousand glaciers disappeared, out of a total of 
13,000. I will add that Tajikistan’s share of gas 
emissions is very low. All the electricity in Tajikistan is 
generated by hydropower stations.",2010,negative,-0.671116,"{'sadness': 0.3752, 'joy': 0.052378, 'fear': 0.377427, 'disgust': 0.046699, 'anger': 0.234805}"
87,"The past year has reinforced the need for better 
disaster management. Just three weeks ago, residents in 
Christchurch woke to the most destructive earthquake 
in New Zealand in 80 years. Miraculously, there was 
no loss of life, but the damage runs into billions of 
dollars and people’s lives and livelihoods were 
affected. Significant aftershocks are still affecting the 
 
 
51 10-54965 
 
population. But less than a month after the earthquake 
hit, roads and buildings have been repaired, tourism 
infrastructure is at almost full capacity, and people’s 
lives are being rebuilt.",2010,negative,-0.415752,"{'sadness': 0.759179, 'joy': 0.077908, 'fear': 0.165715, 'disgust': 0.054341, 'anger': 0.147195}"
88,"For a small island economy like Tuvalu’s, which is 
highly reliant and dependent on the import of products 
from overseas, the severe impact and consequences of 
such crises also continue to be encountered by our 
people. One element of that effect was the increased 
cost of importing fossil fuel. The cost of fossil-fuel 
dependency is having a crippling effect on our national 
budget. We are in desperate need of renewable energy 
and energy-efficiency technologies that are appropriate 
to the unique conditions of Tuvalu.",2010,negative,-0.400674,"{'sadness': 0.114623, 'joy': 0.080674, 'fear': 0.710497, 'disgust': 0.090774, 'anger': 0.239125}"
89,"More than 925 million people living with hunger 
and malnutrition are a challenge that cannot be 
postponed. Latin America can and wants to be part of 
the solution. Ours is the region richest in biodiversity 
on the planet, with the most megadiverse country in the 
world, namely Brazil, and the country with the greatest 
biodiversity per square kilometre, namely our country, 
Colombia. The Amazon region alone holds 20 per cent 
of the global supply of fresh water and 50 per cent of 
the planet’s biodiversity.",2010,positive,0.439097,"{'sadness': 0.1534, 'joy': 0.742845, 'fear': 0.072758, 'disgust': 0.027051, 'anger': 0.020036}"
90,"We realize that investments in human capital that target our large youth population would pay rich dividends. That is why our Government has placed particular emphasis on education and health care for all. We now offer stipends to 13.4 million poor students enrolled in sixth grade to the undergraduate level and free education for girls up to the higher secondary level in order to address the challenge of student drop-outs. On the first day of this year, we distributed over 326.35 million free text books throughout the country. Since 2010, nearly 1.59 billion text books have been distributed. This is perhaps the biggest such undertaking anywhere in the world. Our people living in rural areas receive over 200 services from over 5,275
digital centres. They have access to health-care services through more than 16,500 technology-connected health complexes.",2015,positive,0.464476,"{'sadness': 0.509783, 'joy': 0.483902, 'fear': 0.080144, 'disgust': 0.115441, 'anger': 0.08003}"
91,"Over the past decade, the impact of climate change has wreaked havoc on Caribbean SIDS. In 2004, Hurricane Ivan, a category 3 system, wiped out twice the value of the gross domestic product of Grenada — approximately $1 billion — and left 18,000 people without shelter, food and personal belongings. On 24 December 2013, we were violently reminded of the impact of slow-moving weather systems on the lives of our Caribbean people. Dominica, Saint Lucia, and Saint Vincent and the Grenadines were set back by 3.4 per cent, 1.4 per cent and 12.8 per cent of their gross domestic products, respectively.",2015,negative,-0.755194,"{'sadness': 0.549629, 'joy': 0.097531, 'fear': 0.166201, 'disgust': 0.232997, 'anger': 0.135279}"
92,"Of all those threats, however, the one that poses the greatest existential threat to our entire planet and all living things thereon is climate change. Eminent scientists opine and predict that the damage that will be done to the world’s marine life and ecosystems caused by, for example, melting glaciers and rising sea temperatures alone are incalculable and irremediable. They predict that there will be a similar impact on the world’s flora and fauna and terrestrial ecosystems from large-scale and indiscriminate deforestation and desertification. One obvious consequence, among others, of such occurrences could be a severe curtailment in the world’s vital food supply and the advent of the spectre of massive starvation worldwide. Such occurrences would unquestionably have a negative impact on all of humanity, for we all inhabit the same planet and share the same core needs, adequate food supply being only one of them.",2015,negative,-0.706517,"{'sadness': 0.441217, 'joy': 0.301309, 'fear': 0.275423, 'disgust': 0.035744, 'anger': 0.116725}"
93,"This geographic and economic insecurity has become the central source of domestic instability. To increase the specific gravity of our economic problems, from an environmental standpoint small States like Saint Lucia face growing insecurity as climate change unleashes increasingly deadly and destructive disasters upon us. We are now all aware of the recent devastation of Dominica by Tropical Storm Erika, which caused damage amounting to almost 100 per cent of its gross domestic product (GDP). As I speak now, Joaquin continues its decimating march across the economic and environmental fabric of the Bahamas. These two most recent examples, only weeks apart, are vivid testimony to the ferocity of the threats that confront us.",2015,negative,-0.765271,"{'sadness': 0.361898, 'joy': 0.020181, 'fear': 0.605201, 'disgust': 0.10692, 'anger': 0.169667}"
94,"2/28 15-29701

30/09/2015 A/70/PV.21
But times are changing and the world has witnessed in recent months and years an epic outbreak of horrific natural disasters unprecedented in the 70-year history of our Organization. Tsunamis, hurricanes, earthquakes, flooding, bush fires and droughts have resulted in the loss of countless lives and untold sorrow and suffering. Especially noteworthy is the fact that developed countries are no longer insulated from the reach and destructive force of these events. Some countries and regions have been visited by climate-related and natural events like cyclones, bush fires, flooding, earthquakes, volcanic eruptions, droughts, tornados, and so on.",2015,negative,-0.885834,"{'sadness': 0.823147, 'joy': 0.085678, 'fear': 0.139534, 'disgust': 0.011396, 'anger': 0.051232}"
95,"In the meantime, we also need to focus on the fight against climate change, in which our success so far has also been limited, since the average temperature on Earth has increased by almost 1 per cent since the last century. Global warming leads to rising sea levels, which lead to extreme weather conditions, which lead
15-29946 5/33

A/70/PV.28 03/10/2015
to droughts, a lack of food, and because of that, to further migration movements. Today, there are between 25 and 30 million people who are migrants because of environmental conditions, and some forecasts say that by 2050 there could be around 100 million.",2015,negative,-0.791125,"{'sadness': 0.266636, 'joy': 0.29719, 'fear': 0.3827, 'disgust': 0.015811, 'anger': 0.04705}"
96,"As a small country, it is clear that Andorra needs its natural environment and the help of others to reverse the situation and resolve issues. In Andorra, the effects of global warming concern and affect us in a very specific way. The average temperature in the Pyrenees is rising at a rate of 0.2°C per decade, and precipitation
15-29816 3/45

A/70/PV.25 02/10/2015
has been annually decreasing by 2 litres per square metre. Experts’ calculations predict that by 2050, our water reserves will be reduced by 18 per cent. Those statistics are of particular concern to a country that lives on the tourism of snow and of mountains.",2015,negative,-0.443808,"{'sadness': 0.2402, 'joy': 0.20125, 'fear': 0.112063, 'disgust': 0.015697, 'anger': 0.01751}"
97,"We in the Caribbean have been on the receiving end of the impact of climate change for decades. We therefore know from our own experiences that the impact of climate change represents a real and present danger to the existence of small island States like Dominica. We are living the effects of climate change. Even as recently as yesterday, our sister Caribbean island country of the Commonwealth of the Bahamas was impacted by Hurricane Joaquin. We stand in solidarity with the Government and people of the Bahamas, as they struggle to deal with the devastation that it has caused.",2015,negative,-0.337389,"{'sadness': 0.526472, 'joy': 0.234227, 'fear': 0.309921, 'disgust': 0.057937, 'anger': 0.054727}"
98,"My people live on low-lying atoll islands that are no higher than 3 metres above sea level. With the changes in our climate system and with sea-level rise, our islands are now facing major challenges never before faced in our history. We have experienced climate extremes, not only from sea-level rise but also from disastrous natural events, such as cyclone Pam which hit Vanuatu and other low-lying Pacific islands, mine included, earlier this year, soon followed by typhoons Maysak and Dolphin.",2015,negative,-0.487593,"{'sadness': 0.398087, 'joy': 0.156741, 'fear': 0.365729, 'disgust': 0.161647, 'anger': 0.173263}"
99,"High tides combined with strong winds wreaked havoc on our islands, our homes, our villages and our people. What is particularly alarming is the increasing frequency and severity of such events. In some parts of the country, whole villages have had to relocate because of severe coastal erosion and flooding. Food crops have been destroyed and the freshwater lakes, our major source of drinking water, are increasingly being contaminated by the intruding seawater. Our people are worried as they watch those events grow in intensity. The most vulnerable are the already vulnerable — women, children, the disabled, the sick and the aged.",2015,negative,-0.820897,"{'sadness': 0.570107, 'joy': 0.169864, 'fear': 0.541717, 'disgust': 0.139593, 'anger': 0.166287}"
